Env,Year,Field_Location,Experiment,Replicate,Block,Plot,Range,Pass,Hybrid,Hybrid_orig_name,Hybrid_Parent1,Hybrid_Parent2,Plot_Area_ha,Date_Planted,Date_Harvested,Stand_Count_plants,Pollen_DAP_days,Silk_DAP_days,Plant_Height_cm,Ear_Height_cm,Root_Lodging_plants,Stalk_Lodging_plants,Yield_Mg_ha,Grain_Moisture,Twt_kg_m3
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,18,1,18,PHW65_MOG_0377/PHT69,PHW65_MOG_0377/PHT69,PHW65_MOG_0377,PHT69,0.000929031221303949,6/7/19,10/15/19,88,57,57,239,122,NA,0,10.5119540892955,20.9,700.22876725248
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,19,1,19,B37/H95,B37/H95,B37,H95,0.000929031221303949,6/7/19,10/15/19,85,63,65,253,122,NA,0,4.91293592208331,26.7,689.93128538112
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,20,1,20,PHW65_MOG_0018/PHT69,PHW65_MOG_0018/PHT69,PHW65_MOG_0018,PHT69,0.000929031221303949,6/7/19,10/15/19,86,54,53,249,138,NA,0,14.1035721082622,23,691.21847061504
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,21,1,21,PHW65_MOG_0449/PHT69,PHW65_MOG_0449/PHT69,PHW65_MOG_0449,PHT69,0.000929031221303949,6/7/19,10/15/19,69,58,56,226,120,NA,0,9.20958809593147,23,705.37750818816
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,22,1,22,PHW65_MOG_0121/PHT69,PHW65_MOG_0121/PHT69,PHW65_MOG_0121,PHT69,0.000929031221303949,6/7/19,10/15/19,84,57,58,257,126,NA,0,13.250158367269,22,719.53654576128
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,23,1,23,PHW65_MOG_0499/PHT69,PHW65_MOG_0499/PHT69,PHW65_MOG_0499,PHT69,0.000929031221303949,6/7/19,10/15/19,84,57,57,244,134,NA,0,14.9501100039488,22.3,723.39810146304
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,24,1,24,PHN11_PHW65_0614/PHT69,PHN11_PHW65_0614/PHT69,PHN11_PHW65_0614,PHT69,0.000929031221303949,6/7/19,10/15/19,88,55,57,248,126,NA,0,13.8383031519385,19.9,754.29054707712
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,25,1,25,PHW65_MOG_0117/PHT69,PHW65_MOG_0117/PHT69,PHW65_MOG_0117,PHT69,0.000929031221303949,6/7/19,10/15/19,92,57,58,241,140,NA,0,13.0438830080716,25,695.0800263168
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,26,2,25,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0604/PHT69,PHN11_PHW65_0604,PHT69,0.000929031221303949,6/7/19,10/15/19,85,56,55,233,127,NA,0,12.8133399595568,20.8,732.40839810048
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,27,2,24,PHW65_MOG_0350/PHT69,PHW65_MOG_0350/PHT69,PHW65_MOG_0350,PHT69,0.000929031221303949,6/7/19,10/15/19,88,55,54,241,116,NA,0,14.5929705094953,23,710.52624912384
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,28,2,23,PHW65_MOG_0291/PHT69,PHW65_MOG_0291/PHT69,PHW65_MOG_0291,PHT69,0.000929031221303949,6/7/19,10/15/19,78,57,58,246,141,NA,0,13.2106367018093,21.7,710.52624912384
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,29,2,22,PHW65_MOG_0513/PHT69,PHW65_MOG_0513/PHT69,PHW65_MOG_0513,PHT69,0.000929031221303949,6/7/19,10/15/19,84,57,57,243,113,NA,0,13.1871779354692,21.3,749.14180614144
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,30,2,21,PHW65_MOG_0156/PHT69,PHW65_MOG_0156/PHT69,PHW65_MOG_0156,PHT69,0.000929031221303949,6/7/19,10/15/19,85,57,58,243,151,NA,1,11.2113835635489,24.5,709.23906388992
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,31,2,20,PHW65_MOG_0327/PHT69,PHW65_MOG_0327/PHT69,PHW65_MOG_0327,PHT69,0.000929031221303949,6/7/19,10/15/19,83,57,58,246,117,NA,0,12.6515553641079,21.8,713.10061959168
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,32,2,19,PHW65_MOG_0052/PHT69,PHW65_MOG_0052/PHT69,PHW65_MOG_0052,PHT69,0.000929031221303949,6/7/19,10/15/19,84,57,58,255,132,NA,0,5.44081594494817,17.4,736.26995380224
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,33,2,18,PHW65_MOG_0569/PHT69,PHW65_MOG_0569/PHT69,PHW65_MOG_0569,PHT69,0.000929031221303949,6/7/19,10/15/19,85,58,58,254,135,NA,0,11.0244645755927,20.5,716.96217529344
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,34,2,17,PHW65_MOG_0431/PHT69,PHW65_MOG_0431/PHT69,PHW65_MOG_0431,PHT69,0.000929031221303949,6/7/19,10/15/19,74,53,54,230,119,NA,0,10.8434969495405,19.8,716.96217529344
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,35,2,16,PHW65_MOG_0006/PHT69,PHW65_MOG_0006/PHT69,PHW65_MOG_0006,PHT69,0.000929031221303949,6/7/19,10/15/19,89,57,57,245,123,NA,0,12.218434890006,20.8,718.24936052736
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,36,2,15,PHW65_MOG_0024/PHT69,PHW65_MOG_0024/PHT69,PHW65_MOG_0024,PHT69,0.000929031221303949,6/7/19,10/15/19,85,55,54,246,130,NA,2,11.4706433777558,19.3,710.52624912384
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,37,2,14,PHW65_MOG_0085/PHT69,PHW65_MOG_0085/PHT69,PHW65_MOG_0085,PHT69,0.000929031221303949,6/7/19,10/15/19,89,56,58,260,139,NA,1,9.83153430500734,17.8,749.14180614144
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,38,2,13,PHW65_MOG_0143/PHT69,PHW65_MOG_0143/PHT69,PHW65_MOG_0143,PHT69,0.000929031221303949,6/7/19,10/15/19,88,57,56,252,130,NA,0,11.2824532251211,20.3,740.131509504
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,39,2,12,PHW65_MOG_0410/PHT69,PHW65_MOG_0410/PHT69,PHW65_MOG_0410,PHT69,0.000929031221303949,6/7/19,10/15/19,74,54,54,255,108,NA,0,10.1990164575271,19.4,754.29054707712
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,40,2,11,PHW65_MOG_0063/PHT69,PHW65_MOG_0063/PHT69,PHW65_MOG_0063,PHT69,0.000929031221303949,6/7/19,10/15/19,85,55,57,212,115,NA,1,11.6068891192089,19,734.98276856832
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,41,2,10,PHW65_MOG_0250/PHT69,PHW65_MOG_0250/PHT69,PHW65_MOG_0250,PHT69,0.000929031221303949,6/7/19,10/15/19,76,59,58,227,111,NA,0,9.59960453138872,22,727.2596571648
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,42,2,9,PHW65_MOG_0393/PHT69,PHW65_MOG_0393/PHT69,PHW65_MOG_0393,PHT69,0.000929031221303949,6/7/19,10/15/19,88,57,57,224,110,NA,0,12.138987097598,21.9,700.22876725248
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,43,2,8,PHW65_MOG_0170/PHT69,PHW65_MOG_0170/PHT69,PHW65_MOG_0170,PHT69,0.000929031221303949,6/7/19,10/15/19,87,63,58,217,100,NA,0,4.84336854604027,19.4,727.2596571648
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,44,2,7,PHW65_MOG_0294/PHT69,PHW65_MOG_0294/PHT69,PHW65_MOG_0294,PHT69,0.000929031221303949,6/7/19,10/15/19,88,58,60,240,124,NA,0,12.1274888352786,24.5,714.3878048256
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,45,2,6,PHW65_MOG_0569/PHT69,PHW65_MOG_0569/PHT69,PHW65_MOG_0569,PHT69,0.000929031221303949,6/7/19,10/15/19,88,58,60,241,131,NA,0,11.1196863660569,22.4,695.0800263168
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,46,2,5,PHW65_MOG_0106/PHT69,PHW65_MOG_0106/PHT69,PHW65_MOG_0106,PHT69,0.000929031221303949,6/7/19,10/15/19,83,59,59,251,136,NA,0,9.80691993441401,18.4,682.2081739776
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,47,2,4,PHW65_MOG_0651/PHT69,PHW65_MOG_0651/PHT69,PHW65_MOG_0651,PHT69,0.000929031221303949,6/7/19,10/15/19,87,56,58,238,134,NA,0,11.508373856623,22.5,718.24936052736
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,48,2,3,PHW65_MOG_0620/PHT69,PHW65_MOG_0620/PHT69,PHW65_MOG_0620,PHT69,0.000929031221303949,6/7/19,10/15/19,89,58,58,245,142,NA,0,13.7650956224979,22.4,683.49535921152
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,49,2,2,PHW65_MOG_0133/PHT69,PHW65_MOG_0133/PHT69,PHW65_MOG_0133,PHT69,0.000929031221303949,6/7/19,10/15/19,89,57,56,226,124,NA,0,11.1975163125104,20.9,736.26995380224
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,50,2,1,PHW65_MOG_0130/PHT69,PHW65_MOG_0130/PHT69,PHW65_MOG_0130,PHT69,0.000929031221303949,6/7/19,10/15/19,85,58,58,232,130,NA,0,9.92710277674756,17.4,732.40839810048
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,51,3,1,PHW65_MOG_0306/PHT69,PHW65_MOG_0306/PHT69,PHW65_MOG_0306,PHT69,0.000929031221303949,6/7/19,10/15/19,80,55,56,239,128,NA,0,12.1872335751693,24.4,701.5159524864
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,52,3,2,PHW65_MOG_0545/PHT69,PHW65_MOG_0545/PHT69,PHW65_MOG_0545,PHT69,0.000929031221303949,6/7/19,10/15/19,64,58,58,233,121,NA,0,10.948714716795,23.9,697.65439678464
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,53,3,3,PHW65_MOG_0316/PHT69,PHW65_MOG_0316/PHT69,PHW65_MOG_0316,PHT69,0.000929031221303949,6/7/19,10/15/19,75,57,56,249,122,NA,0,13.5785810960303,23.7,705.37750818816
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,54,3,4,PHW65_MOG_0071/PHT69,PHW65_MOG_0071/PHT69,PHW65_MOG_0071,PHT69,0.000929031221303949,6/7/19,10/15/19,52,57,59,261,130,NA,0,9.84574823732177,29,692.50565584896
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,55,3,5,PHW65_MOG_0381/PHT69,PHW65_MOG_0381/PHT69,PHW65_MOG_0381,PHT69,0.000929031221303949,6/7/19,10/15/19,78,58,56,248,118,NA,0,12.5572580570462,24.8,689.93128538112
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,56,3,6,PHW65_MOG_0215/PHT69,PHW65_MOG_0215/PHT69,PHW65_MOG_0215,PHT69,0.000929031221303949,6/7/19,10/15/19,80,56,57,246,120,NA,1,11.0920674244053,21,795.48047456256
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,57,3,7,PHW65_MOG_0056/PHT69,PHW65_MOG_0056/PHT69,PHW65_MOG_0056,PHT69,0.000929031221303949,6/7/19,10/15/19,86,58,59,225,117,NA,1,10.5765523670498,21.1,687.35691491328
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,58,3,8,PHW65_MOG_0224/PHT69,PHW65_MOG_0224/PHT69,PHW65_MOG_0224,PHT69,0.000929031221303949,6/7/19,10/15/19,88,55,57,224,117,NA,1,10.1924295132838,21.6,696.36721155072
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,59,3,9,PHW65_MOG_0201/PHT69,PHW65_MOG_0201/PHT69,PHW65_MOG_0201,PHT69,0.000929031221303949,6/7/19,10/15/19,88,55,58,231,120,NA,0,10.6576757856248,19.1,704.09032295424
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,60,3,10,PHW65_MOG_0025/PHT69,PHW65_MOG_0025/PHT69,PHW65_MOG_0025,PHT69,0.000929031221303949,6/7/19,10/15/19,88,56,56,242,118,NA,0,10.857017519303,19.7,710.52624912384
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,61,3,11,PHW65_MOG_0421/PHT69,PHW65_MOG_0421/PHT69,PHW65_MOG_0421,PHT69,0.000929031221303949,6/7/19,10/15/19,90,55,57,233,113,NA,0,11.4887285843185,19.5,734.98276856832
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,62,3,12,PHW65_MOG_0217/PHT69,PHW65_MOG_0217/PHT69,PHW65_MOG_0217,PHT69,0.000929031221303949,6/7/19,10/15/19,89,54,58,227,115,NA,0,8.34900960856837,17.9,719.53654576128
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,63,3,13,PHW65_MOG_0115/PHT69,PHW65_MOG_0115/PHT69,PHW65_MOG_0115,PHT69,0.000929031221303949,6/7/19,10/15/19,86,56,58,243,120,NA,0,12.2956292541202,20,745.28025043968
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,64,3,14,CG44/CGR01,CG44/CGR01,CG44,CGR01,0.000929031221303949,6/7/19,10/15/19,86,53,52,233,104,NA,0,9.03948314985944,12.6,709.23906388992
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,65,3,15,MOG/PHT69,MOG/PHT69,MOG,PHT69,0.000929031221303949,6/7/19,10/15/19,77,57,56,265,142,NA,3,11.6785365829078,18.5,704.09032295424
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,66,3,16,PHW65_MOG_0009/PHT69,PHW65_MOG_0009/PHT69,PHW65_MOG_0009,PHT69,0.000929031221303949,6/7/19,10/15/19,84,56,54,254,124,NA,12,11.363287742633,19.4,722.11091622912
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,67,3,17,PHW65_MOG_0003/PHT69,PHW65_MOG_0003/PHT69,PHW65_MOG_0003,PHT69,0.000929031221303949,6/7/19,10/15/19,84,58,57,224,112,NA,0,10.9551283204003,21,722.11091622912
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,68,3,18,PHW65_MOG_0338/PHT69,PHW65_MOG_0338/PHT69,PHW65_MOG_0338,PHT69,0.000929031221303949,6/7/19,10/15/19,84,54,57,240,127,NA,0,12.3487870497677,22,716.96217529344
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,69,3,19,PHW65_MOG_0179/PHT69,PHW65_MOG_0179/PHT69,PHW65_MOG_0179,PHT69,0.000929031221303949,6/7/19,10/15/19,88,55,56,233,115,NA,0,5.77507447518824,21.3,710.52624912384
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,70,3,20,PHW65_MOG_0038/PHT69,PHW65_MOG_0038/PHT69,PHW65_MOG_0038,PHT69,0.000929031221303949,6/7/19,10/15/19,85,54,55,238,111,NA,0,11.0920674244053,19,704.09032295424
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,71,3,21,PHW65_MOG_0172/PHT69,PHW65_MOG_0172/PHT69,PHW65_MOG_0172,PHT69,0.000929031221303949,6/7/19,10/15/19,90,58,58,248,120,NA,0,13.3882530755272,20.1,737.55713903616
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,72,3,22,PHW65_MOG_0085/PHT69,PHW65_MOG_0085/PHT69,PHW65_MOG_0085,PHT69,0.000929031221303949,6/7/19,10/15/19,86,55,56,224,125,NA,0,12.1558011394821,21.5,723.39810146304
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,73,3,23,PHW65_MOG_0150/PHT69,PHW65_MOG_0150/PHT69,PHW65_MOG_0150,PHT69,0.000929031221303949,6/7/19,10/15/19,86,57,58,237,129,NA,0,14.6358434272892,22.3,710.52624912384
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,74,3,24,PHW65_MOG_0128/PHT69,PHW65_MOG_0128/PHT69,PHW65_MOG_0128,PHT69,0.000929031221303949,6/7/19,10/15/19,85,55,56,247,125,NA,0,14.3928198528398,22.4,719.53654576128
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,75,3,25,PHW65_MOG_0375/PHT69,PHW65_MOG_0375/PHT69,PHW65_MOG_0375,PHT69,0.000929031221303949,6/7/19,10/15/19,85,54,58,244,116,NA,0,13.7886699492633,21.5,713.10061959168
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,76,4,25,B37/MO17,B37/MO17,B37,MO17,0.000929031221303949,6/7/19,10/15/19,84,57,58,254,114,NA,0,12.1985584968508,24.6,638.44387602432
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,77,4,24,PHW65_MOG_0125/PHT69,PHW65_MOG_0125/PHT69,PHW65_MOG_0125,PHT69,0.000929031221303949,6/7/19,10/15/19,82,53,55,231,108,NA,0,14.4878105224534,20.4,750.42899137536
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,78,4,23,B37/H95,B37/H95,B37,H95,0.000929031221303949,6/7/19,10/15/19,74,51,51,198,90,NA,0,7.49461360395995,14.1,754.29054707712
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,79,4,22,PHW65_MOG_0029/PHT69,PHW65_MOG_0029/PHT69,PHW65_MOG_0029,PHT69,0.000929031221303949,6/7/19,10/15/19,84,58,58,218,112,NA,0,13.9130129669084,23.8,692.50565584896
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,80,4,21,PHW65_MOG_0591/PHT69,PHW65_MOG_0591/PHT69,PHW65_MOG_0591,PHT69,0.000929031221303949,6/7/19,10/15/19,89,55,57,238,128,NA,0,12.3869219901235,20.6,716.96217529344
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,81,4,20,PHW65_MOG_0287/PHT69,PHW65_MOG_0287/PHT69,PHW65_MOG_0287,PHT69,0.000929031221303949,6/7/19,10/15/19,86,58,58,229,109,NA,0,10.702050988948,24.4,696.36721155072
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,82,4,19,PHW65_MOG_0423/PHT69,PHW65_MOG_0423/PHT69,PHW65_MOG_0423,PHT69,0.000929031221303949,6/7/19,10/15/19,87,54,55,237,107,NA,0,5.7419086331212,20.5,689.93128538112
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,83,4,18,PHW65_MOG_0133/PHT69,PHW65_MOG_0133/PHT69,PHW65_MOG_0133,PHT69,0.000929031221303949,6/7/19,10/15/19,88,58,58,243,134,NA,1,12.0256801005711,23.2,701.5159524864
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,84,4,17,PHW65_MOG_0195/PHT69,PHW65_MOG_0195/PHT69,PHW65_MOG_0195,PHT69,0.000929031221303949,6/7/19,10/15/19,74,54,55,250,133,NA,0,12.6846056457496,22.7,698.94158201856
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,85,4,16,PHW65_MOG_0036/PHT69,PHW65_MOG_0036/PHT69,PHW65_MOG_0036,PHT69,0.000929031221303949,6/7/19,10/15/19,87,54,57,250,108,NA,0,13.8288271970622,24.5,691.21847061504
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,86,4,15,PHW65_MOG_0461/PHT69,PHW65_MOG_0461/PHT69,PHW65_MOG_0461,PHT69,0.000929031221303949,6/7/19,10/15/19,86,58,59,241,136,NA,4,9.84470819349391,22.2,707.951878656
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,87,4,14,PHW65_MOG_0218/PHT69,PHW65_MOG_0218/PHT69,PHW65_MOG_0218,PHT69,0.000929031221303949,6/7/19,10/15/19,80,57,58,248,134,NA,0,12.6365325088162,19,713.10061959168
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,88,4,13,PHW65_MOG_0534/PHT69,PHW65_MOG_0534/PHT69,PHW65_MOG_0534,PHT69,0.000929031221303949,6/7/19,10/15/19,91,55,57,255,120,NA,0,13.4879817225789,20.6,719.53654576128
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,89,4,12,PHW65_MOG_0392/PHT69,PHW65_MOG_0392/PHT69,PHW65_MOG_0392,PHT69,0.000929031221303949,6/7/19,10/15/19,87,53,55,244,117,NA,0,12.2135813521425,22,725.97247193088
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,90,4,11,PHW65_MOG_0352/PHT69,PHW65_MOG_0352/PHT69,PHW65_MOG_0352,PHT69,0.000929031221303949,6/7/19,10/15/19,86,57,57,245,116,NA,0,13.21000111947,22.5,687.35691491328
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,91,4,10,PHW65/PHT69,PHW65/PHT69,PHW65,PHT69,0.000929031221303949,6/7/19,10/15/19,78,57,58,235,130,NA,0,12.6240519828815,24.4,714.3878048256
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,92,4,9,PHW65_MOG_0583/PHT69,PHW65_MOG_0583/PHT69,PHW65_MOG_0583,PHT69,0.000929031221303949,6/7/19,10/15/19,72,54,56,249,129,NA,0,12.4808726159092,22.3,705.37750818816
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,93,4,8,PHW65_MOG_0393/PHT69,PHW65_MOG_0393/PHT69,PHW65_MOG_0393,PHT69,0.000929031221303949,6/7/19,10/15/19,82,53,54,222,107,NA,0,11.7466594536343,22.7,718.24936052736
OHH1_2019,2019,OHH1,G2F_PHT69,1,1,94,4,7,PHW65_MOG_0511/PHT69,PHW65_MOG_0511/PHT69,PHW65_MOG_0511,PHT69,0.000929031221303949,6/7/19,10/15/19,84,55,54,235,122,NA,0,13.3458423994345,19.8,745.28025043968
OHH1_2019,2019,OHH1,G2F_PHT69,1,2,95,4,6,PHN11_PHW65_0178/PHT69,PHN11_PHW65_0178/PHT69,PHN11_PHW65_0178,PHT69,0.000929031221303949,6/7/19,10/15/19,87,54,56,234,131,NA,1,13.6141737070291,23.5,691.21847061504
OHH1_2019,2019,OHH1,G2F_PHT69,1,2,96,4,5,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0514/PHT69,PHN11_PHW65_0514,PHT69,0.000929031221303949,6/7/19,10/15/19,88,55,56,241,125,NA,0,14.1465605864815,24.2,709.23906388992
OHH1_2019,2019,OHH1,G2F_PHT69,1,2,97,4,4,PHN11_PHW65_0079/PHT69,PHN11_PHW65_0079/PHT69,PHN11_PHW65_0079,PHT69,0.000929031221303949,6/7/19,10/15/19,89,54,58,235,123,NA,0,11.868517922135,21.6,759.4392880128
OHH1_2019,2019,OHH1,G2F_PHT69,1,2,98,4,3,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0402/PHT69,PHN11_PHW65_0402,PHT69,0.000929031221303949,6/7/19,10/15/19,87,54,57,236,109,NA,0,13.2952269331441,22,753.0033618432
