"genotype","parent1","parent2","env","block","rep","row","col","yield","grain_protein","test_weight","plant_height","maturity","standability"
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,3,5,16.96,7.17,77.88,265.5,122.72,6.71
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,1,6,18.99,7.58,75.64,241.79,116.38,4.43
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,4,1,13.1,7.21,69.39,238.19,111.55,3.71
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,5,1,12.13,5.82,68.82,241.63,111.43,5.39
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,3,4,17.98,6.92,73.28,266.01,112.93,8.1
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,1,1,15.83,6.2,71.72,258.79,119.31,4.92
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,5,3,16.2,7.05,79.53,236.57,118.1,7.45
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,5,4,14.55,7.4,79.5,239.89,122.15,7.35
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,2,2,14.23,7.9,68.83,241.87,114.93,6.61
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,4,6,14.48,7.16,76.27,244.45,117.55,9.94
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B1",1,3,3,14.18,7,76.65,231.83,122.03,6.51
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,4,2,15.51,6.29,71.69,233.35,118.81,5.2
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,2,3,12.48,7.14,70.78,264,112.08,6.24
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,1,2,15.2,6.92,68.69,257.44,112.03,5.48
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,4,5,15.76,7.53,75.92,294.62,120.75,8.29
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,4,3,16.73,6.77,70.36,281.23,116.65,6.32
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,5,5,16.4,7.35,69.45,246.67,115.89,7.04
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,4,4,12.29,7.18,73.57,253.27,111.44,6.84
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,3,6,14.66,7.13,68.44,264.71,110.28,6.69
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,5,2,12.41,6.56,69.58,247.32,110.66,7.59
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,1,3,11.88,8.91,70.26,274.48,123.07,6.04
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,1,5,12.43,7.65,77.01,263.01,125.53,8.3
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,2,5,13.62,7.34,77.77,247.98,122.49,7.59
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,5,6,13,7.85,75.19,236.84,117.99,7.59
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,3,1,8.62,6.98,69.99,236.85,114.58,8.48
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L2","EASTFARM-2025-L2-B2",2,2,1,10.5,6.82,75.29,257.55,122.87,6.64
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,3,1,18.98,8.86,85.84,268.75,119.81,8.89
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,5,1,15.16,9.92,75.73,284.14,116.01,8.33
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,5,6,15.11,10.45,72.57,292.07,115.76,9.55
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,1,1,19.85,7.89,84.07,271.29,113.94,10.58
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,1,5,18.64,9.21,82.61,309.85,127.96,9.76
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,1,3,17.9,8.59,83.97,286.17,120.24,9.85
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,5,3,14.32,10.44,83.71,288.99,117.25,9.13
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,2,6,14.64,8.93,77.16,280.83,114.99,9.45
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,4,2,12.79,9.49,75.85,276.66,114.33,11.15
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,5,5,18.46,9.43,83.85,296.23,130.82,10.56
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,1,6,15.73,10.77,88.28,257.82,124.08,10.14
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,4,6,11.5,10.33,86.01,268.52,122.43,10.3
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,4,1,15.01,9.82,81,260.63,118.67,10.73
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,3,6,15.36,9.09,84.31,282.33,126.77,12.5
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B1",1,2,3,15.84,10.57,90.11,272.23,129.57,11.51
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,3,4,16.16,10.42,82.76,284.56,122.97,9.84
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,1,4,14.89,9.24,79.58,291.32,120.22,9.76
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,3,2,15.41,9.58,81.02,288.27,111.59,8.79
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,3,3,18.38,9.23,78.82,279.88,123.5,10.85
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,2,4,17.91,9.27,86.65,303.46,126.95,10.45
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,1,2,17.02,9.57,85.44,295.22,115.48,8.97
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,2,1,13.49,10.26,84.01,283.66,118.15,8.94
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,3,5,13.02,10.97,78.75,272.53,114.54,9.95
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,5,4,14.83,10.35,82.12,315.98,123.31,11.41
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,4,3,15.86,8.79,85.65,312.84,123.25,10.68
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,4,4,16.45,10.41,86.91,255.59,124.75,10.82
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,2,2,13.81,10.65,84.84,272.83,123.92,9.8
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,2,5,13.59,11.55,84.47,285.21,123.7,10.39
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,5,2,12.51,10.1,82.4,275.27,128.5,11.86
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L3","EASTFARM-2025-L3-B2",2,4,5,15.11,11.29,88.57,289.19,133.16,11.55
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,1,4,24.56,12.21,81.35,326.68,122.2,9.15
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,5,4,23.01,11.5,78.36,325.12,117.56,9.01
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,3,5,19.87,10.79,71.16,309.79,110,8.9
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,5,3,24.02,11.74,77.52,343.16,121.36,10.73
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,3,6,18.31,10.34,74.03,320.45,121.57,7.1
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,5,6,21.13,10.96,73.82,297.04,117.66,7.66
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,1,6,19.35,9.94,73.62,311.29,118.62,6.76
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,4,2,20.4,11.41,73.47,326.83,114.07,10.37
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,5,2,23.22,11.61,76,355.91,117.7,10.6
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,3,4,21.5,11.3,75.95,329.45,128.57,8.4
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,3,3,21.7,11.96,84.5,282.19,122.95,9.41
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,1,3,22.87,12.45,79.09,313.59,125.41,9.35
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,4,1,19.12,10.15,79.8,288.72,120.53,9.32
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,1,1,20.5,10.54,75.13,300.08,124.87,9.94
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B1",1,5,1,20.54,11.34,78.94,316.32,131.72,9.54
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,4,5,21.16,10.52,74.04,315.37,116.1,8.51
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,1,2,21.23,12.95,77.95,322.99,115.57,9.59
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,1,5,23.05,11.49,75.79,304,113.68,9.48
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,2,5,21.21,11.16,77.87,320.74,115.01,10.08
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,5,5,22.27,10.74,81.81,330.7,123.1,8.93
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,4,6,20.86,11.06,72.62,286.11,113.22,6.35
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,4,4,18.58,11.45,76.42,304.73,113.25,8.78
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,2,1,23.08,12.24,74.22,309.41,111.95,8.12
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,3,2,21.19,11.28,81.49,326.25,118.76,10.15
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,2,6,20.44,10.47,76.27,305.32,118.55,7.72
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,3,1,20.57,11.64,77.09,288.85,122.42,8.1
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,2,3,21.32,11.65,78.97,305.22,126.82,9.85
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,2,2,21.63,13,77.8,295.92,119,9.78
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,2,4,19.71,11.69,81.24,296.49,127.41,11.69
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L4","EASTFARM-2025-L4-B2",2,4,3,20.9,13.5,81.94,307.83,129.85,11.13
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,1,1,14.71,7.52,79.69,301.11,120.42,8.37
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,4,1,13.72,7.97,73.5,294.25,113.08,6.73
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,4,3,14.99,8.39,74.75,302.67,115.41,7.68
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,2,1,16.45,8.59,75.51,293.24,118.27,8.47
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,2,3,13.22,7.27,81.34,321.08,122.01,7.19
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,3,5,14.66,7.83,79.22,283.18,118.74,7.84
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,4,4,12.65,7.56,77.19,292.94,115.35,8.22
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,4,5,14.01,9.21,70.65,297,114.97,6.47
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,5,5,10.15,8.17,73.49,303.41,121.86,9.56
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,1,6,13.32,7.8,76.63,292.1,125.11,7.3
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,3,1,14.91,8.02,82.37,261.62,124.3,8.15
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,5,1,11.95,8.32,82.46,275.82,123.41,8.66
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,2,2,9.04,7.9,77.77,291.12,118.25,8.86
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,4,6,12.45,8.33,77.58,284.83,124.55,11.89
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B1",1,5,3,12.8,8.23,81.54,289.25,127.82,8.87
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,5,2,13.13,8.38,77.65,281.48,117.74,7.41
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,1,3,9.27,7.81,74.77,306.3,118.89,6.73
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,2,5,11.25,8.13,71.67,299.87,114.6,6.96
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,4,2,13.06,7.28,76.02,312.54,115.22,6.69
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,5,4,14.07,7.36,81.75,322.76,123.78,6.63
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,3,4,12.05,7.47,82.41,278.94,119.51,6.02
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,1,2,10.01,7.48,76.19,276.42,118.7,6.79
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,3,6,11.42,7.71,72.32,287.09,110.22,6.97
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,3,2,11.49,6.83,73.98,312.63,118.71,8.34
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,2,6,10.85,7.02,76.7,299.98,123.99,7.38
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,3,3,12.9,7.62,79.3,262.81,121.56,8.03
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,5,6,11.03,8.98,78.8,281.92,123.35,8.04
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,2,4,10.87,7.71,76.45,291.05,119.38,7.3
"PLB-029xZM-0003","PLB-029","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,1,4,12.58,7.44,81.83,297.57,121.86,8.88
"PLB-019xZM-0003","PLB-019","ZM-0003","EASTFARM-2025-L5","EASTFARM-2025-L5-B2",2,1,5,8.97,8.42,79.12,308.05,125.36,6.99
"PLA-015xZM-0001","PLA-015","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,5,1,24.19,10.62,79.76,306.95,112.83,7.42
"PLA-055xZM-0001","PLA-055","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,3,6,19.72,9.39,74.35,296.49,106.55,5.46
"PLA-058xZM-0001","PLA-058","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,2,1,22.17,10.76,79.38,314.5,115.47,7.92
"PLB-029xZM-0001","PLB-029","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,4,5,19.24,8.86,76.63,281.01,109.68,7.65
"PLB-019xZM-0001","PLB-019","ZM-0001","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,5,5,21.78,8.71,75.22,309.49,122.06,7.37
"PLA-015xZM-0002","PLA-015","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,2,3,22.65,10.15,82.43,292.68,113.61,6.66
"PLA-055xZM-0002","PLA-055","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,4,1,21.16,10.52,82.35,317.93,115.68,9.45
"PLA-058xZM-0002","PLA-058","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,3,1,19.32,11.19,77.17,309.98,113.46,7.99
"PLB-029xZM-0002","PLB-029","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,1,6,18.41,8.57,82.14,288.71,111.31,8.66
"PLB-019xZM-0002","PLB-019","ZM-0002","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,2,4,20.55,8.85,80.44,306.22,118.7,6.27
"PLA-015xZM-0003","PLA-015","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,2,2,22.22,11.77,87.32,281.8,122.21,8.19
"PLA-055xZM-0003","PLA-055","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,1,1,20.63,9.76,84.67,274.49,122.79,9.17
"PLA-058xZM-0003","PLA-058","ZM-0003","EASTFARM-2025-L6","EASTFARM-2025-L6-B1",1,4,6,15.9,9.77,71.35,268.57,113.71,6.56
