"genotype","parent1","parent2","env","block","rep","row","col","yield","grain_protein","test_weight","plant_height","maturity","standability"
"PLA-025xZM-0003","PLA-025","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,10,4,8.86,9.31,76.43,253.21,124.98,9.34
"PLA-051xZM-0003","PLA-051","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,3,1,13.67,10.18,74.37,242.36,119.95,8.01
"PLA-053xZM-0003","PLA-053","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,8,3,13.72,10.7,79.57,240.94,127.67,9.63
"PLA-030xZM-0003","PLA-030","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,6,10,9,7.73,71.54,243.72,127.9,7.52
"PLB-029xZM-0003","PLB-029","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,7,7,13.8,9.03,76.95,270.18,124.68,10.12
"PLB-008xZM-0003","PLB-008","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,4,7,9.99,8.21,73.08,275.38,123.56,10.33
"PLB-047xZM-0003","PLB-047","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,1,4,11.65,8.94,83.33,240.82,126.64,10.43
"PLB-026xZM-0003","PLB-026","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,5,5,14.11,9.79,78.45,263.37,126.94,9.39
"PLB-048xZM-0003","PLB-048","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,10,3,10.27,9.01,77.41,237.61,125.83,9.46
"PLB-025xZM-0003","PLB-025","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,4,9,14.26,10.51,74.86,243.29,127.03,8.49
"PLB-019xZM-0003","PLB-019","ZM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,5,7,13.75,9.5,82.9,251.65,121.64,9.09
"PLA-058xZM-0001","PLA-058","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,4,15.61,9.02,75.79,289.94,114.92,8.14
"PLA-015xZM-0001","PLA-015","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,10,5,19.23,8.55,76.84,284.28,120.09,7.72
"PLA-055xZM-0001","PLA-055","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,2,14.98,8.73,71.24,287.62,113.31,7.54
"PLA-025xZM-0001","PLA-025","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,9,4,14.95,8.51,76.45,289.64,117.64,6.25
"PLA-051xZM-0001","PLA-051","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,5,2,14.68,9.51,68.47,287.48,115.59,8.22
"PLA-053xZM-0001","PLA-053","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,6,7,15.01,9.35,72.11,278.38,115.41,9.73
"PLA-030xZM-0001","PLA-030","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,6,6,15.74,8.74,73.57,278.5,121.21,7.79
"PLB-029xZM-0001","PLB-029","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,7,18.74,8.42,74.22,312.63,121.62,8.23
"PLB-008xZM-0001","PLB-008","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,2,11,14.77,8.51,71.97,286.52,119.52,7.39
"PLB-047xZM-0001","PLB-047","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,7,1,17.35,9.03,72.53,263.31,122.75,9.03
"PLB-026xZM-0001","PLB-026","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,9,16.5,8.19,69.73,284.65,109.54,8.14
"PLB-048xZM-0001","PLB-048","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,7,10,15.87,9.49,68.44,285.83,115.19,8.14
"PLB-025xZM-0001","PLB-025","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,10,8,15.27,10.6,74.98,286.26,118.05,8.16
"PLB-019xZM-0001","PLB-019","ZM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,12,16.7,8.79,74.11,289.47,124.73,7.59
"PLA-058xZM-0002","PLA-058","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,3,3,15.42,9.95,78.93,275.26,115.26,7.64
"PLA-015xZM-0002","PLA-015","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,10,6,15.1,10.18,77.19,268.83,112.59,7.84
"PLA-055xZM-0002","PLA-055","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,10,10,14.84,8.79,76.82,283.87,114.11,6.73
"PLA-025xZM-0002","PLA-025","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,11,3,11.21,9.31,73.17,279.46,116.41,6.56
"PLA-051xZM-0002","PLA-051","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,11,2,14.49,9.43,69.56,273.41,116.52,6.08
"PLA-053xZM-0002","PLA-053","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,4,6,13.77,10.9,79.07,248.83,117.32,9.09
"PLA-030xZM-0002","PLA-030","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,1,1,14.46,9.19,68.94,279.5,116.15,6.66
"PLB-029xZM-0002","PLB-029","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,9,14.9,8.36,71.44,284.12,112.93,8.5
"PLB-008xZM-0002","PLB-008","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,2,14.3,8.72,77.62,278.54,121.02,8.18
"PLB-047xZM-0002","PLB-047","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,9,9,12.3,10.09,73.12,233.66,121.39,8.25
"PLB-026xZM-0002","PLB-026","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,12,14,8.05,69.64,253.43,114.08,7.18
"PLB-048xZM-0002","PLB-048","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,4,10,13.41,7.33,75.64,243.18,117.15,7.81
"PLB-025xZM-0002","PLB-025","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,4,4,12.64,10.55,74.37,269,121.94,8.23
"PLB-019xZM-0002","PLB-019","ZM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,4,14.05,9.09,77.52,323.97,125.5,8.95
"PLA-058xZM-0003","PLA-058","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,1,3,8.77,9.8,77.34,268.81,121.9,10.03
"PLA-015xZM-0003","PLA-015","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,8,4,12.87,10.9,76.95,256.53,120.88,8.68
"PLA-055xZM-0003","PLA-055","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,10,11,12.01,8.88,75.95,246.03,117,7.69
"PLA-025xZM-0003","PLA-025","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,8,5,12.84,9.73,77.36,254.9,125.08,9.88
"PLA-051xZM-0003","PLA-051","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,8,2,14.95,9.21,79.53,259.74,126.03,9.56
"PLA-053xZM-0003","PLA-053","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,8,10,12.6,9.45,75.59,245.68,117.21,9.1
"PLA-030xZM-0003","PLA-030","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,1,12,11.71,9.96,73.76,255.33,130.87,7.56
"PLB-029xZM-0003","PLB-029","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,4,5,14.17,9.55,78.85,272.03,121.99,11.6
"PLB-008xZM-0003","PLB-008","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,9,8,11.26,8.07,76.97,265.88,123.04,10.2
"PLB-047xZM-0003","PLB-047","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,9,2,12.57,10.93,78.37,249.31,125.67,10.54
"PLB-026xZM-0003","PLB-026","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,1,2,13.33,9.38,75.93,250.75,119.55,9.07
"PLB-048xZM-0003","PLB-048","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,5,12,11.46,8.1,72.96,244.36,119.74,8.63
"PLB-025xZM-0003","PLB-025","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,2,10,8.22,8.76,77.06,234.32,123.77,9.99
"PLB-019xZM-0003","PLB-019","ZM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,4,1,14.28,9.3,80.69,281.29,128.3,8.55
"PLA-058xZM-0001","PLA-058","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,1,8,14.77,9.74,71.21,271.19,110,8.61
"PLA-015xZM-0001","PLA-015","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,8,6,15.8,10.02,77.1,261.52,117.24,8.38
"PLA-055xZM-0001","PLA-055","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,3,8,13.98,9.2,71.74,292.86,114.06,8.1
"PLA-025xZM-0001","PLA-025","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,2,6,13.08,8.33,71.89,281.9,117.98,8.46
"PLA-051xZM-0001","PLA-051","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,5,11,13.78,8.34,68.8,266.71,116.43,7.06
"PLA-053xZM-0001","PLA-053","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,2,12,12.56,10.06,72.38,269.74,111.24,9.1
"PLA-030xZM-0001","PLA-030","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,7,3,16.34,10.65,76.28,287.06,121.5,6.12
"PLB-029xZM-0001","PLB-029","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,5,10,16.24,8.47,73.79,277.76,110.43,9.19
"PLB-008xZM-0001","PLB-008","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,1,9,14.62,7.82,75.65,278.23,116.76,7.83
"PLB-047xZM-0001","PLB-047","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,11,1,14.08,8.8,74.21,240.01,118.66,8.62
"PLB-026xZM-0001","PLB-026","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,7,11,14.82,9.12,71.86,270.26,114.82,6.92
"PLB-048xZM-0001","PLB-048","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,9,12,14.03,8.68,70.51,253.43,114.42,8.9
"PLB-025xZM-0001","PLB-025","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,2,4,16.87,10.11,76.9,265.62,120.38,9.43
"PLB-019xZM-0001","PLB-019","ZM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,7,5,15.09,9.37,80.04,308.08,121.09,7.8
"PLA-058xZM-0002","PLA-058","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,4,12,12.4,10.35,71.44,255.78,108.25,7.71
"PLA-015xZM-0002","PLA-015","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,9,5,16.01,9.48,82.67,260.6,117.78,8.07
"PLA-055xZM-0002","PLA-055","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,8,12,11.23,9.22,72.98,267.01,110.35,6.83
"PLA-025xZM-0002","PLA-025","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,1,11,13.8,8.32,73.21,266.17,114.17,5.77
"PLA-051xZM-0002","PLA-051","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,2,5,15.26,9.4,75.71,273.03,123.54,7.67
"PLA-053xZM-0002","PLA-053","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,10,9,13.26,9.72,72.61,242.41,118.37,8.3
"PLA-030xZM-0002","PLA-030","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,7,8,14.55,9.78,70.87,272.34,123.11,7.31
"PLB-029xZM-0002","PLB-029","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,1,6,16.05,8.52,73.26,293.63,113.97,8.33
"PLB-008xZM-0002","PLB-008","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,9,10,11.82,8.09,79.53,254.72,119.08,8.14
"PLB-047xZM-0002","PLB-047","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,7,9,14.28,9.99,71.45,249.49,118.45,9.39
"PLB-026xZM-0002","PLB-026","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,6,11,8,8.95,74.05,261.99,115.94,7.86
"PLB-048xZM-0002","PLB-048","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,4,11,11.24,8.01,74.3,232.12,115.14,6.99
"PLB-025xZM-0002","PLB-025","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,3,5,10.88,11.25,75.07,260.76,121.82,8.39
"PLB-019xZM-0002","PLB-019","ZM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,9,3,13.1,8.15,74.31,281.44,128.19,9.14
"PLA-058xZM-0003","PLA-058","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,2,3,11.74,10.22,74.75,269.79,120.94,8.76
"PLA-015xZM-0003","PLA-015","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,8,8,13.86,9.16,79.93,249.02,118.99,8
"PLA-055xZM-0003","PLA-055","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,7,6,13.52,8.54,75.72,279.25,124.17,9.59
"PLA-025xZM-0003","PLA-025","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,7,12,7.8,8.25,72.04,252.66,117.98,7.46
"PLA-051xZM-0003","PLA-051","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,11,4,13.91,9.49,80.07,249.69,121.62,9.34
"PLA-053xZM-0003","PLA-053","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,2,9,12.23,10.19,78.84,253.26,121.69,10.05
"PLA-030xZM-0003","PLA-030","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,5,9,10.57,9.19,75.8,250.92,123.9,7.38
"PLB-029xZM-0003","PLB-029","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,5,4,13.08,8.6,76.09,280.31,119.65,11.72
"PLB-008xZM-0003","PLB-008","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,6,5,13.31,9.78,74.11,269.82,126.84,10.93
"PLB-047xZM-0003","PLB-047","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,11,5,12.91,8.91,82.95,246.75,130.89,9.22
"PLB-026xZM-0003","PLB-026","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,5,6,11.58,9.27,72.67,243.41,117.73,10.21
"PLB-048xZM-0003","PLB-048","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,8,1,13.67,8.86,75.33,232.05,124.96,9.69
"PLB-025xZM-0003","PLB-025","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,7,4,13.56,10.71,77.16,259.3,130.31,9.27
"PLB-019xZM-0003","PLB-019","ZM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,6,1,13.45,10.04,80.45,263.45,131.13,8.59
"PLA-058xZM-0001","PLA-058","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,4,3,23.82,12.25,80.73,320.36,112.15,9.15
"PLA-015xZM-0001","PLA-015","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,8,7,24.29,11.58,84.39,316.82,117.35,8.58
"PLA-055xZM-0001","PLA-055","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,6,10,18.71,10.35,78.76,291.6,115.54,7.61
"PLA-025xZM-0001","PLA-025","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,3,12,19.71,9.41,80.95,303.7,113.77,8.85
"PLA-051xZM-0001","PLA-051","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,6,8,23.24,10.76,81.17,322.18,116.49,7.34
"PLA-053xZM-0001","PLA-053","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,7,6,20.37,13.07,81.74,312.17,119.72,10.56
"PLA-030xZM-0001","PLA-030","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,3,4,19.78,11.61,84.06,331.71,122.56,8.08
"PLB-029xZM-0001","PLB-029","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,1,4,18.7,10.36,82.88,300.57,109.72,8.79
"PLB-008xZM-0001","PLB-008","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,1,2,17.08,10.43,81.18,322.79,116.67,9.92
"PLB-047xZM-0001","PLB-047","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,8,9,17.35,11.54,84.25,276.56,116.47,9.62
"PLB-026xZM-0001","PLB-026","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,11,3,20.96,9.98,79.26,297.8,114.57,8.78
"PLB-048xZM-0001","PLB-048","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,5,11,19.96,11,78.14,288.85,115.65,9.86
"PLB-025xZM-0001","PLB-025","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,2,7,20.15,10.99,85.76,287.46,116.54,8.85
"PLB-019xZM-0001","PLB-019","ZM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,9,1,20.09,11.16,88.38,320.61,121.09,8.54
"PLA-058xZM-0002","PLA-058","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,11,18.58,11.42,75.49,289.82,113.78,7.56
"PLA-015xZM-0002","PLA-015","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,7,3,22.27,11.96,88.53,305.7,120.2,10.92
"PLA-055xZM-0002","PLA-055","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,1,5,17.94,10.99,86.83,318.68,114.08,9.4
"PLA-025xZM-0002","PLA-025","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,5,7,19.23,11.2,83.57,313.99,116.06,7.74
"PLA-051xZM-0002","PLA-051","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,4,22.42,12.78,84.06,315.65,118.8,9.32
"PLA-053xZM-0002","PLA-053","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,10,9,18.48,10.03,82.73,262.35,115.01,10.31
"PLA-030xZM-0002","PLA-030","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,6,5,22.7,11.3,82.81,315.09,120.99,10.2
"PLB-029xZM-0002","PLB-029","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,8,1,20.77,10.76,81.75,317.77,113.79,10.37
"PLB-008xZM-0002","PLB-008","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,1,11,15.21,9.86,74.8,287.83,115.65,8.33
"PLB-047xZM-0002","PLB-047","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,5,4,23.1,12.17,88.12,288.82,124.74,11.11
"PLB-026xZM-0002","PLB-026","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,3,10,16.1,9.35,81.01,286.92,112.73,9.47
"PLB-048xZM-0002","PLB-048","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,7,21.56,11.06,86.75,276.46,117.58,8.65
"PLB-025xZM-0002","PLB-025","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,8,3,20.98,11.96,82.07,302.91,122.95,10.53
"PLB-019xZM-0002","PLB-019","ZM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,5,6,21.75,11.66,87.34,332.58,123.99,9.8
"PLA-058xZM-0003","PLA-058","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,3,3,19.06,12.73,88.45,291.29,121.19,10.78
"PLA-015xZM-0003","PLA-015","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,4,19.82,11.82,89.06,297.95,126.4,11.14
"PLA-055xZM-0003","PLA-055","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,10,16.5,10.29,83.45,284.61,115.57,9.2
"PLA-025xZM-0003","PLA-025","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,9,15.35,10.32,80.9,296.3,115.99,9.22
"PLA-051xZM-0003","PLA-051","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,3,7,19.28,10.57,88.66,284.35,122.38,9.34
"PLA-053xZM-0003","PLA-053","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,11,18.7,11.16,84.99,253.97,120.81,9.4
"PLA-030xZM-0003","PLA-030","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,2,18.69,12.04,88.69,295.03,126.89,10.48
"PLB-029xZM-0003","PLB-029","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,9,18.25,9.74,82.6,284.07,123.93,11.37
"PLB-008xZM-0003","PLB-008","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,12,16.22,10,85.24,298.03,123.71,10.19
"PLB-047xZM-0003","PLB-047","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,12,17.28,10.29,86.97,258.48,120.28,11.03
"PLB-026xZM-0003","PLB-026","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,5,18.63,11.57,88.93,306.5,120.68,11.84
"PLB-048xZM-0003","PLB-048","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,3,20.12,11.14,89.97,258.67,125.09,11.69
"PLB-025xZM-0003","PLB-025","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,11,14.64,11.72,80.1,272.03,123.67,9.43
"PLB-019xZM-0003","PLB-019","ZM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,1,23.59,11.21,89.6,309.85,128.87,9.87
"PLA-058xZM-0001","PLA-058","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,1,12,17.69,9.62,76.8,290.02,105.62,7.28
"PLA-015xZM-0001","PLA-015","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,2,20.15,11.14,86.68,293.57,116.85,8.32
"PLA-055xZM-0001","PLA-055","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,8,18.67,11.47,84.49,314.9,114.33,9.43
"PLA-025xZM-0001","PLA-025","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,1,18.48,10.05,83.9,300.31,115.29,6.84
"PLA-051xZM-0001","PLA-051","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,3,8,20.46,11.33,81.81,306.56,119.05,8.31
"PLA-053xZM-0001","PLA-053","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,11,4,20.25,12.04,83.14,298.73,114.14,9.36
"PLA-030xZM-0001","PLA-030","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,2,22.86,12.28,85.14,318.69,121.06,8.24
"PLB-029xZM-0001","PLB-029","ZM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,10,18.78,10.42,80.63,309.52,112.44,8.67
