"genotype","parent1","parent2","env","block","rep","row","col","yield","grain_protein","test_weight","plant_height","maturity","standability"
"PLA-058xZM-0001","PLA-058","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,12,20.08,NA,NA,303.34,116.77,NA
"PLA-057xZM-0001","PLA-057","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,1,19.43,NA,NA,280.39,124.62,NA
"PLA-008xZM-0001","PLA-008","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,3,23.17,NA,NA,294.56,129.13,NA
"PLA-012xZM-0001","PLA-012","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,3,21.97,NA,NA,265.14,126.93,NA
"PLA-004xZM-0001","PLA-004","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,7,18.24,NA,NA,276.97,119.88,NA
"PLA-051xZM-0001","PLA-051","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,4,23.58,NA,NA,280.68,121.77,NA
"PLA-025xZM-0001","PLA-025","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,8,20.33,NA,NA,287.35,117.61,NA
"PLA-056xZM-0001","PLA-056","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,2,19.37,NA,NA,293.26,124.18,NA
"PLA-023xZM-0001","PLA-023","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,1,23.31,NA,NA,290.58,125.05,NA
"PLA-030xZM-0001","PLA-030","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,6,23.77,NA,NA,273.92,124.12,NA
"PLA-002xZM-0001","PLA-002","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,6,22.13,NA,NA,287.75,119.99,NA
"PLB-006xZM-0001","PLB-006","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,7,16.23,NA,NA,236.73,125.02,NA
"PLB-026xZM-0001","PLB-026","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,1,18.42,NA,NA,282.39,121.92,NA
"PLB-025xZM-0001","PLB-025","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,2,18.74,NA,NA,275.25,126.15,NA
"PLB-045xZM-0001","PLB-045","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,11,20.73,NA,NA,279.04,122.94,NA
"PLB-030xZM-0001","PLB-030","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,4,21.04,NA,NA,310.96,121.67,NA
"PLB-052xZM-0001","PLB-052","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,11,19.16,NA,NA,268.16,118.47,NA
"PLB-047xZM-0001","PLB-047","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,12,18.75,NA,NA,288.98,120.42,NA
"PLB-029xZM-0001","PLB-029","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,9,19.36,NA,NA,294.88,115.52,NA
"PLB-053xZM-0001","PLB-053","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,1,17.97,NA,NA,282.87,121.67,NA
"PLB-033xZM-0001","PLB-033","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,5,17.96,NA,NA,283.17,123,NA
"PLB-022xZM-0001","PLB-022","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,3,21.12,NA,NA,291.82,124.09,NA
"PLB-008xZM-0001","PLB-008","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,4,17.65,NA,NA,274.64,120.96,NA
"PLB-014xZM-0001","PLB-014","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,8,16.18,NA,NA,266.63,119.68,NA
"PLB-055xZM-0001","PLB-055","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,10,16.65,NA,NA,262.43,121.83,NA
"PLB-036xZM-0001","PLB-036","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,10,18.52,NA,NA,283.3,122.96,NA
"PLB-048xZM-0001","PLB-048","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,12,20.48,NA,NA,298.09,116.26,NA
"PLB-032xZM-0001","PLB-032","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,2,16.44,NA,NA,275.86,117.61,NA
"PLB-027xZM-0001","PLB-027","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,5,17.21,NA,NA,284.52,121.37,NA
"PLB-049xZM-0001","PLB-049","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,7,18.98,NA,NA,276.1,120.57,NA
"PLB-024xZM-0001","PLB-024","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,9,20.13,NA,NA,279.15,116.48,NA
"PLB-019xZM-0001","PLB-019","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,5,20.81,NA,NA,292.59,118.43,NA
"PLB-017xZM-0001","PLB-017","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,1,16.64,NA,NA,291.71,120.53,NA
"PLB-034xZM-0001","PLB-034","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,10,15.43,NA,NA,275.64,124.38,NA
"PLB-002xZM-0001","PLB-002","ZM-0001","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,4,19.1,NA,NA,275.1,120.27,NA
"PLA-044xZM-0002","PLA-044","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,2,23.93,NA,NA,249.8,121.13,NA
"PLA-015xZM-0002","PLA-015","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,8,21.69,NA,NA,269.91,118.35,NA
"PLA-014xZM-0002","PLA-014","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,10,18.86,NA,NA,280.89,125.23,NA
"PLA-048xZM-0002","PLA-048","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,8,19.44,NA,NA,246.84,120.4,NA
"PLA-043xZM-0002","PLA-043","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,7,21.15,NA,NA,250.07,119.18,NA
"PLA-053xZM-0002","PLA-053","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,12,21.05,NA,NA,257.67,117.91,NA
"PLA-041xZM-0002","PLA-041","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,6,21.79,NA,NA,251.24,116.52,NA
"PLA-024xZM-0002","PLA-024","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,8,20.96,NA,NA,273.55,128.34,NA
"PLA-009xZM-0002","PLA-009","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,8,21.64,NA,NA,258.87,123.68,NA
"PLA-038xZM-0002","PLA-038","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,6,22.21,NA,NA,256.59,124.21,NA
"PLA-042xZM-0002","PLA-042","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,2,25.97,NA,NA,286.78,122.72,NA
"PLA-013xZM-0002","PLA-013","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,7,18,NA,NA,265.97,121.34,NA
"PLA-055xZM-0002","PLA-055","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,10,22.25,NA,NA,268.03,114.98,NA
"PLA-058xZM-0002","PLA-058","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,6,23.37,NA,NA,289.72,116.07,NA
"PLA-057xZM-0002","PLA-057","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,3,22.74,NA,NA,286.6,128.31,NA
"PLA-008xZM-0002","PLA-008","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,11,20.81,NA,NA,267.11,125.76,NA
"PLA-012xZM-0002","PLA-012","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,10,20.33,NA,NA,243.84,121.03,NA
"PLA-004xZM-0002","PLA-004","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,5,21.56,NA,NA,279.02,121.39,NA
"PLA-051xZM-0002","PLA-051","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,12,22.05,NA,NA,278.21,119.82,NA
"PLA-025xZM-0002","PLA-025","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,4,23.29,NA,NA,292.89,118.14,NA
"PLA-056xZM-0002","PLA-056","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,4,20.37,NA,NA,258.29,125.48,NA
"PLA-023xZM-0002","PLA-023","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,3,22.29,NA,NA,258.63,120.9,NA
"PLA-030xZM-0002","PLA-030","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,11,24.95,NA,NA,270.88,124.72,NA
"PLA-002xZM-0002","PLA-002","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,9,20.3,NA,NA,278.61,121.33,NA
"PLB-006xZM-0002","PLB-006","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,12,17.09,NA,NA,250.3,123.28,NA
"PLB-026xZM-0002","PLB-026","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,2,23.32,NA,NA,282.36,124.52,NA
"PLB-025xZM-0002","PLB-025","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,3,19.64,NA,NA,293.68,124.5,NA
"PLB-045xZM-0002","PLB-045","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,9,20.8,NA,NA,264.67,123.45,NA
"PLB-030xZM-0002","PLB-030","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,9,19.49,NA,NA,267.1,118.73,NA
"PLB-052xZM-0002","PLB-052","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,1,22.2,NA,NA,277.85,121.2,NA
"PLB-047xZM-0002","PLB-047","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,6,20.49,NA,NA,270.87,121.02,NA
"PLB-029xZM-0002","PLB-029","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,1,21.79,NA,NA,298.02,120.85,NA
"PLB-053xZM-0002","PLB-053","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,1,19.14,NA,NA,274.58,123.92,NA
"PLB-033xZM-0002","PLB-033","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,1,23.94,NA,NA,268.06,120.08,NA
"PLB-022xZM-0002","PLB-022","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,12,25.39,NA,NA,265.03,119.97,NA
"PLB-008xZM-0002","PLB-008","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,5,21.74,NA,NA,278.33,117.8,NA
"PLB-014xZM-0002","PLB-014","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,11,17.71,NA,NA,276.02,126.79,NA
"PLB-055xZM-0002","PLB-055","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,8,18.33,NA,NA,256.9,117.88,NA
"PLB-036xZM-0002","PLB-036","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,10,18.44,NA,NA,260.35,117.78,NA
"PLB-048xZM-0002","PLB-048","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,12,22.79,NA,NA,264.76,115.63,NA
"PLB-032xZM-0002","PLB-032","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,1,18.17,NA,NA,284.31,115.81,NA
"PLB-027xZM-0002","PLB-027","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,4,18.81,NA,NA,269.42,119.51,NA
"PLB-049xZM-0002","PLB-049","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,4,16.91,NA,NA,292.49,120.83,NA
"PLB-024xZM-0002","PLB-024","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,6,19.94,NA,NA,262.87,121.51,NA
"PLB-019xZM-0002","PLB-019","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,4,19.51,NA,NA,289.13,117.55,NA
"PLB-017xZM-0002","PLB-017","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,6,16.21,NA,NA,290.34,120.76,NA
"PLB-034xZM-0002","PLB-034","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,6,16.69,NA,NA,274.29,126.2,NA
"PLB-002xZM-0002","PLB-002","ZM-0002","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,11,17.63,NA,NA,257.93,118.64,NA
"PLA-044xZM-0003","PLA-044","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,10,19.62,NA,NA,263.6,119.34,NA
"PLA-015xZM-0003","PLA-015","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,2,21.02,NA,NA,296.32,118.85,NA
"PLA-014xZM-0003","PLA-014","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,10,22.98,NA,NA,282.01,120.47,NA
"PLA-048xZM-0003","PLA-048","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,7,19.76,NA,NA,286.09,121.09,NA
"PLA-043xZM-0003","PLA-043","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,7,21.16,NA,NA,289.85,123.47,NA
"PLA-053xZM-0003","PLA-053","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,5,23.8,NA,NA,277.44,123.24,NA
"PLA-041xZM-0003","PLA-041","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,6,19.46,NA,NA,279.37,114.77,NA
"PLA-024xZM-0003","PLA-024","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,5,22.38,NA,NA,278.8,128.85,NA
"PLA-009xZM-0003","PLA-009","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,10,21.13,NA,NA,276.78,127.68,NA
"PLA-038xZM-0003","PLA-038","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,4,20.27,NA,NA,265.77,126.88,NA
"PLA-042xZM-0003","PLA-042","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,11,24.22,NA,NA,294.89,124.03,NA
"PLA-013xZM-0003","PLA-013","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,5,23.4,NA,NA,265.5,122.96,NA
"PLA-055xZM-0003","PLA-055","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,2,23.03,NA,NA,290.11,121.21,NA
"PLA-058xZM-0003","PLA-058","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,5,21.56,NA,NA,284.85,120.39,NA
"PLA-057xZM-0003","PLA-057","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,3,21.23,NA,NA,293.15,125.36,NA
"PLA-008xZM-0003","PLA-008","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,12,22.05,NA,NA,294.27,131.71,NA
"PLA-012xZM-0003","PLA-012","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,5,22.43,NA,NA,263.31,125.35,NA
"PLA-004xZM-0003","PLA-004","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,5,22.01,NA,NA,282.35,128.41,NA
"PLA-051xZM-0003","PLA-051","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,11,22.88,NA,NA,298.27,122.11,NA
"PLA-025xZM-0003","PLA-025","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,5,3,20.85,NA,NA,284.23,124,NA
"PLA-056xZM-0003","PLA-056","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,11,18.61,NA,NA,276.95,122.79,NA
"PLA-023xZM-0003","PLA-023","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,7,17.56,NA,NA,272.74,123.1,NA
"PLA-030xZM-0003","PLA-030","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,9,23.91,NA,NA,269.43,127.84,NA
"PLA-002xZM-0003","PLA-002","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,3,24.36,NA,NA,302.62,122.25,NA
"PLB-006xZM-0003","PLB-006","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,8,16.77,NA,NA,251.99,122.82,NA
"PLB-026xZM-0003","PLB-026","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,2,3,20.09,NA,NA,275.04,128.45,NA
"PLB-025xZM-0003","PLB-025","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,8,18.31,NA,NA,299.49,122.64,NA
"PLB-045xZM-0003","PLB-045","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,3,10,20.98,NA,NA,266.69,123.94,NA
"PLB-030xZM-0003","PLB-030","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,2,18.5,NA,NA,287.13,124.83,NA
"PLB-052xZM-0003","PLB-052","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,6,19.98,NA,NA,269.92,123.56,NA
"PLB-047xZM-0003","PLB-047","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,7,19.59,NA,NA,298.51,123.35,NA
"PLB-029xZM-0003","PLB-029","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,9,19.78,NA,NA,313.01,119.97,NA
"PLB-053xZM-0003","PLB-053","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,12,19.25,NA,NA,289.92,120.81,NA
"PLB-033xZM-0003","PLB-033","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,4,10,19.58,NA,NA,279.29,124.89,NA
"PLB-022xZM-0003","PLB-022","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,8,11,19.84,NA,NA,262.89,124.87,NA
"PLB-008xZM-0003","PLB-008","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,12,21.35,NA,NA,292.06,122.02,NA
"PLB-014xZM-0003","PLB-014","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,10,11,18.32,NA,NA,269.1,121.32,NA
"PLB-055xZM-0003","PLB-055","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,1,21.64,NA,NA,264.04,126.1,NA
"PLB-036xZM-0003","PLB-036","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,2,20.17,NA,NA,282.96,121.43,NA
"PLB-048xZM-0003","PLB-048","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,2,22.31,NA,NA,295.16,122.52,NA
"PLB-032xZM-0003","PLB-032","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,3,17.05,NA,NA,288.71,121.73,NA
"PLB-027xZM-0003","PLB-027","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,7,18,NA,NA,275.41,120.68,NA
"PLB-049xZM-0003","PLB-049","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,7,9,18.43,NA,NA,279.99,118.76,NA
"PLB-024xZM-0003","PLB-024","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,1,6,18.83,NA,NA,274.45,119.71,NA
"PLB-019xZM-0003","PLB-019","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,12,11,22.41,NA,NA,263.43,123.26,NA
"PLB-017xZM-0003","PLB-017","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,9,8,18.33,NA,NA,270.52,126.11,NA
"PLB-034xZM-0003","PLB-034","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,11,8,17.06,NA,NA,272.04,130.85,NA
"PLB-002xZM-0003","PLB-002","ZM-0003","CENTRAL-2024-L1","CENTRAL-2024-L1-B1",1,6,9,16.43,NA,NA,284.8,121,NA
