"genotype","parent1","parent2","env","block","rep","row","col","yield","grain_protein","test_weight","plant_height","maturity","standability"
"PLB-047xZM-0002","PLB-047","ZM-0002","WEST-2024-L1","WEST-2024-L1-B1",1,10,4,11.07,9.48,70.28,266.58,116.44,NA
"PLB-045xZM-0002","PLB-045","ZM-0002","WEST-2024-L1","WEST-2024-L1-B1",1,12,9,15.63,10.62,82.19,277.24,122.91,NA
"PLB-026xZM-0002","PLB-026","ZM-0002","WEST-2024-L1","WEST-2024-L1-B1",1,7,10,15.4,9.82,82.88,298.37,120.2,NA
"PLB-036xZM-0002","PLB-036","ZM-0002","WEST-2024-L1","WEST-2024-L1-B1",1,5,15,11.76,10.31,71.92,257.95,116.68,NA
"PLB-053xZM-0002","PLB-053","ZM-0002","WEST-2024-L1","WEST-2024-L1-B1",1,14,8,13.22,10.37,76.63,271.8,120.11,NA
"PLB-049xZM-0002","PLB-049","ZM-0002","WEST-2024-L1","WEST-2024-L1-B1",1,7,1,11.4,9.92,70.64,250.42,112.49,NA
"PLB-025xZM-0002","PLB-025","ZM-0002","WEST-2024-L1","WEST-2024-L1-B1",1,12,14,12.84,10.7,77.65,282.56,122.49,NA
"PLB-032xZM-0002","PLB-032","ZM-0002","WEST-2024-L1","WEST-2024-L1-B1",1,4,12,12.2,11.5,77.6,256.61,117.59,NA
"PLB-027xZM-0002","PLB-027","ZM-0002","WEST-2024-L1","WEST-2024-L1-B1",1,6,12,11.71,11.07,75.17,285.43,119.71,NA
"PLA-042xZM-0003","PLA-042","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,4,8,16,9.61,80.79,278.69,121.19,NA
"PLA-030xZM-0003","PLA-030","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,5,2,15.6,8.78,75.29,237.96,124.06,NA
"PLA-051xZM-0003","PLA-051","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,10,14,15.79,11.34,85.94,277.51,122.96,NA
"PLA-058xZM-0003","PLA-058","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,10,10,21.08,9.95,80.11,287.37,117.49,NA
"PLA-002xZM-0003","PLA-002","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,14,13,17.03,10.15,83.81,269.89,118.07,NA
"PLA-055xZM-0003","PLA-055","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,9,8,15.52,9.95,80.06,280.96,116.26,NA
"PLA-053xZM-0003","PLA-053","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,1,12,18.61,11.1,84.22,294.71,122.11,NA
"PLA-025xZM-0003","PLA-025","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,13,13,12.73,10.55,86.59,271.63,121.05,NA
"PLA-015xZM-0003","PLA-015","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,10,15,12.08,10.09,80.51,287.5,117.8,NA
"PLA-043xZM-0003","PLA-043","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,6,15,12.88,10.22,79.28,276.56,119.62,NA
"PLA-008xZM-0003","PLA-008","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,9,5,13.99,9.79,81.98,236.84,116.57,NA
"PLA-057xZM-0003","PLA-057","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,14,14,15.62,11.37,81.38,271.91,122.89,NA
"PLA-041xZM-0003","PLA-041","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,11,1,10.27,10.28,84.11,264.5,110,NA
"PLA-024xZM-0003","PLA-024","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,1,9,13.49,11.03,86.26,279.57,125.71,NA
"PLA-009xZM-0003","PLA-009","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,5,11,17.44,9.68,80.39,295.41,130.66,NA
"PLA-023xZM-0003","PLA-023","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,9,7,13.15,9.12,82.51,256.25,118.66,NA
"PLA-014xZM-0003","PLA-014","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,8,15,14.33,10.22,86.09,274.43,124.15,NA
"PLA-044xZM-0003","PLA-044","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,4,14,15.3,10.31,81.12,276.87,122.26,NA
"PLB-048xZM-0003","PLB-048","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,11,14,15.69,10.44,82.09,282.28,120.91,NA
"PLB-029xZM-0003","PLB-029","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,7,5,12.32,9.49,73.03,263.39,112.26,NA
"PLB-019xZM-0003","PLB-019","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,2,4,15.41,8.71,73.55,280.61,113.49,NA
"PLB-022xZM-0003","PLB-022","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,13,11,12.47,10.83,81.18,288.89,127.26,NA
"PLB-008xZM-0003","PLB-008","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,2,1,7.49,9.35,77.04,272.02,120.81,NA
"PLB-052xZM-0003","PLB-052","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,5,10,14.81,10.64,80.96,291.81,122.75,NA
"PLB-033xZM-0003","PLB-033","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,13,5,12.59,9.57,79.81,246.75,122.85,NA
"PLB-030xZM-0003","PLB-030","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,3,11,13.88,9.76,88.05,289.21,121.81,NA
"PLB-024xZM-0003","PLB-024","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,11,5,11.07,10.17,73.24,264.19,112.63,NA
"PLB-047xZM-0003","PLB-047","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,1,5,11.47,9.76,80.22,281.64,121.04,NA
"PLB-045xZM-0003","PLB-045","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,9,9,12.27,9.25,80.58,277.79,126.15,NA
"PLB-026xZM-0003","PLB-026","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,2,10,15.91,10.77,85.98,254.68,116.72,NA
"PLB-036xZM-0003","PLB-036","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,12,4,11.86,9.46,75.03,253.44,119.54,NA
"PLB-053xZM-0003","PLB-053","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,3,8,10.58,10.7,83.54,285.24,119.59,NA
"PLB-049xZM-0003","PLB-049","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,5,1,11.72,8.99,73.06,268.61,114.64,NA
"PLB-025xZM-0003","PLB-025","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,14,15,11.76,10.11,79.53,279.38,121.1,NA
"PLB-032xZM-0003","PLB-032","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,14,4,8.91,9.43,74.26,256.52,117.48,NA
"PLB-027xZM-0003","PLB-027","ZM-0003","WEST-2024-L1","WEST-2024-L1-B1",1,5,12,13.46,10.89,83.51,277.03,124.08,NA
"PLA-042xZM-0001","PLA-042","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,4,4,13.85,9.76,72.56,274.16,116.46,NA
"PLA-030xZM-0001","PLA-030","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,8,10,16.47,11.12,81.88,268.6,123.86,NA
"PLA-051xZM-0001","PLA-051","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,12,15,14.69,10.4,76.99,282.61,117.18,NA
"PLA-058xZM-0001","PLA-058","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,5,5,16.77,8.96,71.21,261.63,110.53,NA
"PLA-002xZM-0001","PLA-002","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,12,5,14.19,9.23,76.06,269.57,116.45,NA
"PLA-055xZM-0001","PLA-055","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,2,12,15.47,10.52,78.39,270.77,116.82,NA
"PLA-053xZM-0001","PLA-053","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,12,8,14.94,10.93,76.73,288.68,116.92,NA
"PLA-025xZM-0001","PLA-025","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,4,3,13.2,9.02,80.31,264.17,113.37,NA
"PLA-015xZM-0001","PLA-015","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,12,12,16.29,10.95,80.4,290.86,119.97,NA
"PLA-043xZM-0001","PLA-043","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,5,9,14.24,9.97,76.59,297.71,123.08,NA
"PLA-008xZM-0001","PLA-008","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,8,1,12.99,9.24,80.9,256.41,119.84,NA
"PLA-057xZM-0001","PLA-057","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,12,13,14.9,10.99,82.53,300.31,123.18,NA
"PLA-041xZM-0001","PLA-041","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,4,15,13.62,10.5,74.6,265.44,114.75,NA
"PLA-024xZM-0001","PLA-024","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,5,13,12.82,12.37,79.34,280.94,123.5,NA
"PLA-009xZM-0001","PLA-009","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,13,4,14.72,10.2,70.61,258.15,122.45,NA
"PLA-023xZM-0001","PLA-023","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,5,8,12.55,10.53,84.02,264.6,120.62,NA
"PLA-014xZM-0001","PLA-014","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,13,15,12.29,11.27,75.25,264.49,120.14,NA
"PLA-044xZM-0001","PLA-044","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,11,8,15.44,11.02,79.08,265.33,121.64,NA
"PLB-048xZM-0001","PLB-048","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,7,2,11.49,10.09,76.02,260.28,111.7,NA
"PLB-029xZM-0001","PLB-029","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,14,3,11.81,9.17,72.75,290.48,116.51,NA
"PLB-019xZM-0001","PLB-019","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,8,9,13.54,10.7,72.36,280.09,114.27,NA
"PLB-022xZM-0001","PLB-022","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,7,7,14.6,9.2,71.98,254.56,122.35,NA
"PLB-008xZM-0001","PLB-008","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,10,6,8.11,9.14,77.7,273.97,114.1,NA
"PLB-052xZM-0001","PLB-052","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,4,5,12.98,10.29,75.6,257.21,118.42,NA
"PLB-033xZM-0001","PLB-033","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,11,4,9.02,9.62,79.47,256.48,117.12,NA
"PLB-030xZM-0001","PLB-030","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,7,11,11.3,11.78,86.17,279.81,119.88,NA
"PLB-024xZM-0001","PLB-024","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,12,7,14.18,9.21,74.06,258.14,118.69,NA
"PLB-047xZM-0001","PLB-047","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,11,6,10.88,9.19,75.52,281.72,117.5,NA
"PLB-045xZM-0001","PLB-045","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,13,9,15.18,10.36,83.01,266.26,127.98,NA
"PLB-026xZM-0001","PLB-026","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,2,7,10.45,10.91,80.86,276.67,118.36,NA
"PLB-036xZM-0001","PLB-036","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,3,3,13.12,10.06,71.78,260.3,115.03,NA
"PLB-053xZM-0001","PLB-053","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,4,10,10.89,11.23,78.82,295.71,122.45,NA
"PLB-049xZM-0001","PLB-049","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,13,2,11.9,9.47,73.01,272.39,114.67,NA
"PLB-025xZM-0001","PLB-025","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,7,6,11.28,10.81,73,244.19,117.06,NA
"PLB-032xZM-0001","PLB-032","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,12,3,5.56,10.59,76.67,262.23,112.12,NA
"PLB-027xZM-0001","PLB-027","ZM-0001","WEST-2024-L1","WEST-2024-L1-B2",2,10,2,10.7,8.98,71.78,267.86,113.3,NA
"PLA-042xZM-0002","PLA-042","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,8,2,12.47,9.52,77.84,256.72,113.87,NA
"PLA-030xZM-0002","PLA-030","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,10,8,18.81,9.8,73.57,264.3,120.59,NA
"PLA-051xZM-0002","PLA-051","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,8,5,11.77,8.69,72.46,252.3,116.72,NA
"PLA-058xZM-0002","PLA-058","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,14,9,19.33,8.73,75.08,277.01,111.28,NA
"PLA-002xZM-0002","PLA-002","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,1,8,17.79,9.82,72.96,271.34,118.81,NA
"PLA-055xZM-0002","PLA-055","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,4,2,15.49,9.44,80.85,261.12,112.45,NA
"PLA-053xZM-0002","PLA-053","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,2,11,15.9,11.07,77.45,271.17,121.08,NA
"PLA-025xZM-0002","PLA-025","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,8,12,18.28,11.04,84.62,277.21,116.86,NA
"PLA-015xZM-0002","PLA-015","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,5,6,14.92,8.79,73.33,261.25,110.1,NA
"PLA-043xZM-0002","PLA-043","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,12,1,14.36,10.41,78.69,235.61,117.07,NA
"PLA-008xZM-0002","PLA-008","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,12,10,16.54,10.32,83.19,247.88,128.27,NA
"PLA-057xZM-0002","PLA-057","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,14,5,15.77,9.54,78.55,276.17,116.85,NA
"PLA-041xZM-0002","PLA-041","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,6,8,15.13,9.91,79.7,251.84,113.2,NA
"PLA-024xZM-0002","PLA-024","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,11,3,12.26,10.64,79.53,249.82,119.3,NA
"PLA-009xZM-0002","PLA-009","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,3,12,16.14,9.96,79.55,259.08,122.54,NA
"PLA-023xZM-0002","PLA-023","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,4,6,11.08,9.45,84.56,241.78,120.81,NA
"PLA-014xZM-0002","PLA-014","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,9,14,17.01,10.68,79.6,263.11,121.97,NA
"PLA-044xZM-0002","PLA-044","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,10,1,13.91,9.77,77.34,242.85,110.79,NA
"PLB-048xZM-0002","PLB-048","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,15,4,12.16,9.29,74.23,261.04,116.81,NA
"PLB-029xZM-0002","PLB-029","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,4,9,15.48,10.26,72.71,295.98,115.69,NA
"PLB-019xZM-0002","PLB-019","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,3,2,14.38,8.34,73.8,269.09,109.1,NA
"PLB-022xZM-0002","PLB-022","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,2,15,12.79,10.6,78.64,244.14,122.24,NA
"PLB-008xZM-0002","PLB-008","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,8,14,16.45,10.61,80.99,266.96,118.24,NA
"PLB-052xZM-0002","PLB-052","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,11,13,14.85,10.04,80.23,288.63,122.58,NA
"PLB-033xZM-0002","PLB-033","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,1,3,16.76,9.24,77.35,263.43,118.09,NA
"PLB-030xZM-0002","PLB-030","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,1,13,17.47,10.58,79.94,279.45,115.15,NA
"PLB-024xZM-0002","PLB-024","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,4,11,15.26,10.32,76.97,276.36,119.41,NA
"PLB-047xZM-0002","PLB-047","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,2,9,12.81,10.5,82.23,271.33,119.78,NA
"PLB-045xZM-0002","PLB-045","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,8,13,14.88,10.52,77.98,278.03,124.42,NA
"PLB-026xZM-0002","PLB-026","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,1,4,13.65,9.74,86.69,267.47,121.32,NA
"PLB-036xZM-0002","PLB-036","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,4,7,14.58,9.71,69.06,249.43,126.74,NA
"PLB-053xZM-0002","PLB-053","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,13,6,16.11,10.06,79.32,244.37,120.65,NA
"PLB-049xZM-0002","PLB-049","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,2,2,10.91,9.47,70.64,272.05,113.86,NA
"PLB-025xZM-0002","PLB-025","ZM-0002","WEST-2024-L1","WEST-2024-L1-B2",2,11,9,12.64,10.93,76.77,267.52,120.64,NA
