"genotype","parent1","parent2","env","block","rep","row","col","yield","grain_protein","test_weight","plant_height","maturity","standability"
"PLA-025xZM-0002","PLA-025","ZM-0002","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,3,5,19.25,6.92,76.91,254.25,111.08,8.75
"PLB-030xZM-0002","PLB-030","ZM-0002","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,1,3,16.83,8.71,80.77,280.26,121.23,10.39
"PLB-026xZM-0002","PLB-026","ZM-0002","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,2,3,18.34,8.27,81.75,257.32,125.96,8.84
"PLB-045xZM-0002","PLB-045","ZM-0002","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,5,6,18.41,8.63,69.82,258.82,119.76,7.99
"PLA-015xZM-0003","PLA-015","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,4,6,17.28,7.92,80.02,276.33,115.92,9.36
"PLA-055xZM-0003","PLA-055","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,2,6,18.49,7.76,79.09,271.57,117.85,9.29
"PLA-025xZM-0003","PLA-025","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,2,1,17.95,7.92,86.18,280.26,114.28,10.96
"PLB-030xZM-0003","PLB-030","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,4,1,18.34,8.51,85.58,282.29,125.3,11.05
"PLB-026xZM-0003","PLB-026","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,5,3,20.04,8.91,92.51,282.06,118.75,10.62
"PLB-045xZM-0003","PLB-045","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,6,2,18.36,8.07,81.05,284.49,126.8,10.41
"PLA-015xZM-0001","PLA-015","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,6,2,14.47,10.15,78.82,278.73,122.67,9.59
"PLA-055xZM-0001","PLA-055","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,3,1,11.68,12.27,77.95,291.21,126.23,8.88
"PLA-025xZM-0001","PLA-025","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,6,5,10.26,10.02,71.26,279.72,121.08,7.64
"PLB-030xZM-0001","PLB-030","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,5,3,10.14,10.66,78.41,283.3,126.5,8.57
"PLB-026xZM-0001","PLB-026","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,2,3,12.52,10.94,77.38,283.12,125.23,8.33
"PLB-045xZM-0001","PLB-045","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,1,6,12.08,9.3,69.44,254.19,127.7,8.33
"PLA-015xZM-0002","PLA-015","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,5,2,16.39,9.93,79.38,283.95,121.96,9.76
"PLA-055xZM-0002","PLA-055","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,1,1,13.24,10.27,78.45,258.42,120.92,8.87
"PLA-025xZM-0002","PLA-025","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,4,4,13.92,9.11,73.46,279.2,117.2,8.36
"PLB-030xZM-0002","PLB-030","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,1,5,12.15,8.36,74.33,268.89,122.12,7.75
"PLB-026xZM-0002","PLB-026","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,5,1,13.5,10.51,79.54,270.84,124.88,8.47
"PLB-045xZM-0002","PLB-045","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,2,6,12.43,9.78,70.23,259.99,126.19,8.04
"PLA-015xZM-0003","PLA-015","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,5,5,13.73,8.59,79.76,258.43,122.29,8.41
"PLA-055xZM-0003","PLA-055","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,4,3,16.18,10.13,79.23,280.92,130.83,7.99
"PLA-025xZM-0003","PLA-025","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,2,4,11.52,9.22,73.77,262.81,122.29,9.67
"PLB-030xZM-0003","PLB-030","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,3,4,10.62,10.25,73.4,268.93,129.58,8.82
"PLB-026xZM-0003","PLB-026","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,6,6,13.63,9.33,76.7,273.61,121.2,8.22
"PLB-045xZM-0003","PLB-045","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,2,5,10.95,8.75,74.78,263.99,130.71,8.71
"PLA-015xZM-0001","PLA-015","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,3,5,13.38,8.91,73.36,262.37,117.77,8.06
"PLA-055xZM-0001","PLA-055","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,5,6,9.94,10.63,69.39,265.53,114.91,6.64
"PLA-025xZM-0001","PLA-025","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,4,1,17.19,11,73.94,287.26,126.57,9.44
"PLB-030xZM-0001","PLB-030","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,3,2,10.64,11.24,76.29,291.03,131.02,10.06
"PLB-026xZM-0001","PLB-026","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,4,5,9.99,9.49,75.16,256.29,118.75,6
"PLB-045xZM-0001","PLB-045","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,4,6,13.07,9.53,64.89,270.42,126.77,8.38
"PLA-015xZM-0002","PLA-015","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,6,4,17.3,9.8,73.57,261.02,118.52,7.07
"PLA-055xZM-0002","PLA-055","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,2,1,15.43,10.47,76.07,267.94,128.02,9.44
"PLA-025xZM-0002","PLA-025","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,1,2,15.06,8.63,76.57,261.97,120.54,9.59
"PLB-030xZM-0002","PLB-030","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,3,3,11.61,9.72,79.13,272.29,124.16,9.8
"PLB-026xZM-0002","PLB-026","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,4,2,18.31,11.09,79.17,292.71,127.86,8.61
"PLB-045xZM-0002","PLB-045","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,2,2,14.4,10.2,75.65,281.27,123.2,8.48
"PLA-015xZM-0003","PLA-015","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,5,4,13.1,8.91,78.06,277.14,117.63,8.55
"PLA-055xZM-0003","PLA-055","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,3,6,13.82,8.07,72.76,255.89,119.41,7.02
"PLA-025xZM-0003","PLA-025","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,6,3,12.35,8.27,75.99,273.71,122.08,9.47
"PLB-030xZM-0003","PLB-030","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,1,3,11.06,8.96,81.19,252.59,126.84,8.4
"PLB-026xZM-0003","PLB-026","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,1,4,14.12,9.66,76.44,283.73,125.37,8.18
"PLB-045xZM-0003","PLB-045","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,6,1,15.03,9.25,73.72,268.19,129.33,10.6
"PLA-015xZM-0001","PLA-015","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,1,2,18.58,11.19,83.57,275.43,119.41,7.18
"PLA-055xZM-0001","PLA-055","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,5,4,21.44,9.85,78.61,267.4,117.16,4.47
"PLA-025xZM-0001","PLA-025","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,4,4,17.51,9.65,80.71,282.96,114.84,6.79
"PLB-030xZM-0001","PLB-030","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,6,3,14.77,8.91,81.06,260.25,121.95,6.15
"PLB-026xZM-0001","PLB-026","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,6,4,17.25,10.1,76.05,283.64,117.46,5.39
"PLB-045xZM-0001","PLB-045","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,1,4,18.06,10.61,75.11,285.48,125.54,6.28
"PLA-015xZM-0002","PLA-015","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,3,3,20.15,10.08,84.24,290.19,116.2,6.05
"PLA-055xZM-0002","PLA-055","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,4,6,20.4,9.96,79.05,261.58,117.75,4.45
"PLA-025xZM-0002","PLA-025","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,3,4,19.76,8.77,79.35,277.2,112.84,6.14
"PLB-030xZM-0002","PLB-030","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,1,5,17.15,10.55,81.34,261.02,117.4,6.26
"PLB-026xZM-0002","PLB-026","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,6,5,18.23,10.06,78.1,256.39,119.01,6.79
"PLB-045xZM-0002","PLB-045","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,6,2,20.74,10.32,79.03,281.69,124.05,6.14
"PLA-015xZM-0003","PLA-015","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,3,6,19.07,10,84.57,287.6,120.36,7.25
"PLA-055xZM-0003","PLA-055","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,4,2,20.1,10.14,85.44,273.65,122.75,6.3
"PLA-025xZM-0003","PLA-025","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,5,3,17.88,9.87,81.04,282.42,118.42,7.74
"PLB-030xZM-0003","PLB-030","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,2,1,18.34,10.48,84.31,267.11,120.68,5.16
"PLB-026xZM-0003","PLB-026","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,5,5,16.13,10.07,83.43,265.21,122.48,7.01
"PLB-045xZM-0003","PLB-045","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,1,1,17.92,10.1,78.56,278.01,128.14,6.71
"PLA-015xZM-0001","PLA-015","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,6,6,18.34,10.95,82.29,279.46,119.56,7.79
"PLA-055xZM-0001","PLA-055","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,3,5,18.64,10.39,77.01,272.46,121.95,4.2
"PLA-025xZM-0001","PLA-025","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,4,3,20.94,9.75,78.41,273.68,118.94,7.3
"PLB-030xZM-0001","PLB-030","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,2,3,17.3,10.16,83.73,261.66,124.85,6.52
"PLB-026xZM-0001","PLB-026","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,2,4,17.18,9.39,79.43,269.47,121.18,6.57
"PLB-045xZM-0001","PLB-045","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,4,1,19.1,10.1,76.44,268.15,128.53,6.11
"PLA-015xZM-0002","PLA-015","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,3,2,21.12,9.9,80.55,294.81,115.25,5.75
"PLA-055xZM-0002","PLA-055","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,5,6,19.32,9.83,82.26,243.22,120.98,3.84
"PLA-025xZM-0002","PLA-025","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,2,6,19.12,8.85,83.84,268.44,118.83,6.5
"PLB-030xZM-0002","PLB-030","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,5,2,18.26,9.82,81.1,254.19,118.63,6.25
"PLB-026xZM-0002","PLB-026","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,1,6,19.62,10.46,83.71,284.73,122.81,5.43
"PLB-045xZM-0002","PLB-045","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,6,1,18.87,10.51,81.95,265.82,123.09,6.71
"PLA-015xZM-0003","PLA-015","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,1,3,19.78,9.85,84.63,288.98,122.25,6.54
"PLA-055xZM-0003","PLA-055","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,2,2,21.08,9.63,87.47,280.91,125.94,6.92
"PLA-025xZM-0003","PLA-025","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,4,5,20.43,8.66,82.54,254.52,120.58,6.4
"PLB-030xZM-0003","PLB-030","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,5,1,17.99,9.85,81.79,254.51,127.65,6.68
"PLB-026xZM-0003","PLB-026","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,3,1,20.32,10.2,87.23,286.15,127.01,6.14
"PLB-045xZM-0003","PLB-045","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,2,5,18.98,9.34,79.84,261.83,127.15,5.93
"PLA-015xZM-0001","PLA-015","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,3,4,13.96,9,75.18,296.69,116.74,9.55
"PLA-055xZM-0001","PLA-055","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,1,1,12.78,8.85,76.63,285.1,111.58,8.35
"PLA-025xZM-0001","PLA-025","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,5,4,12.77,9.61,75.57,307.76,116.55,9.55
"PLB-030xZM-0001","PLB-030","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,6,5,11.22,9.51,78.59,300.33,119.84,9.95
"PLB-026xZM-0001","PLB-026","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,4,4,12.85,9.12,81.23,312.16,116.98,10.05
"PLB-045xZM-0001","PLB-045","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,3,5,11.61,9.87,75.37,308.22,121.68,9.18
"PLA-015xZM-0002","PLA-015","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,5,3,14.02,7.77,80.24,273.95,114.11,8.46
"PLA-055xZM-0002","PLA-055","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,1,3,10.68,8.11,80.39,277.14,115.64,8.84
"PLA-025xZM-0002","PLA-025","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,5,6,16.89,8.56,75.65,283.44,114.31,10.09
"PLB-030xZM-0002","PLB-030","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,6,3,11.19,7.97,76.27,263.49,111.57,9.17
"PLB-026xZM-0002","PLB-026","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,6,4,12.5,7.73,79.04,287.03,119.61,10.36
"PLB-045xZM-0002","PLB-045","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,3,6,16.15,8.12,79.47,285.58,124.8,9.97
"PLA-015xZM-0003","PLA-015","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,3,2,13.78,7.24,80.48,292.91,113.18,8.54
"PLA-055xZM-0003","PLA-055","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,4,1,13.42,7.52,78.93,284.3,119.06,8.15
"PLA-025xZM-0003","PLA-025","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,2,6,13.02,7.52,83.09,303.73,116.05,10.23
"PLB-030xZM-0003","PLB-030","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,4,3,10.4,8.56,80.09,279.97,120.07,10.06
"PLB-026xZM-0003","PLB-026","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,2,5,11.22,8.68,81.39,285.99,117.41,11.46
"PLB-045xZM-0003","PLB-045","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,2,1,13.71,8.87,76.34,292.87,124.1,9.93
"PLA-015xZM-0001","PLA-015","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,3,1,12.32,8.97,75.14,293.58,114.66,10.32
"PLA-055xZM-0001","PLA-055","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,5,1,12.48,8.7,75.89,280.09,111.54,7.29
"PLA-025xZM-0001","PLA-025","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,5,5,13.35,10.05,81.36,300.75,115.82,9.71
"PLB-030xZM-0001","PLB-030","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,6,6,9.94,8.94,79.67,291,113.82,10.42
"PLB-026xZM-0001","PLB-026","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,6,1,9.81,8.6,75.79,306.49,116.11,7.97
"PLB-045xZM-0001","PLB-045","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,4,6,12.24,9.01,76.99,311.2,125.78,10.03
"PLA-015xZM-0002","PLA-015","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,2,3,13.05,8.88,78.08,298.47,113.11,8.95
"PLA-055xZM-0002","PLA-055","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,3,3,15.02,8.14,78.11,275.81,114.69,7.88
"PLA-025xZM-0002","PLA-025","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,4,2,14.3,7.93,76.8,299.57,115.62,8.27
"PLB-030xZM-0002","PLB-030","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,2,4,12.38,8.05,79.69,280.68,117.31,8.65
"PLB-026xZM-0002","PLB-026","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,1,2,13.25,7.99,77.31,291.04,119.39,8.92
"PLB-045xZM-0002","PLB-045","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,2,2,15.23,7.11,76.81,290.96,119.95,8.61
"PLA-015xZM-0003","PLA-015","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,4,5,13.03,9.87,83.75,316.81,115.43,11.09
"PLA-055xZM-0003","PLA-055","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,1,6,17.52,7.97,75.54,280.65,119.04,9.61
"PLA-025xZM-0003","PLA-025","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,1,4,12.75,7.54,84.02,292.09,118.77,10.1
"PLB-030xZM-0003","PLB-030","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,5,2,10.33,8.61,79.68,283.83,118.09,8.5
"PLB-026xZM-0003","PLB-026","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,1,5,9.88,8.42,86.55,281.35,119.37,9.15
"PLB-045xZM-0003","PLB-045","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,6,2,14.73,8.1,72.89,288.98,119.21,10.19
"PLA-015xZM-0001","PLA-015","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,3,2,15.37,10.91,85.39,301.75,107.42,8.92
"PLA-055xZM-0001","PLA-055","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,1,6,12.35,11.25,77.98,274.85,109.83,6.41
"PLA-025xZM-0001","PLA-025","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,2,5,13.5,10.55,74.19,281.04,108.72,6.46
"PLB-030xZM-0001","PLB-030","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,3,5,8.58,10.68,78.88,251.26,108.8,7.9
"PLB-026xZM-0001","PLB-026","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,2,2,12.99,10.05,76.79,286.49,109.65,7.89
"PLB-045xZM-0001","PLB-045","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,6,4,14.76,10.82,70.39,265.99,113.94,7.35
"PLA-015xZM-0002","PLA-015","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,5,1,18.26,10.38,82.59,277.83,111.91,8.27
"PLA-055xZM-0002","PLA-055","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,4,6,13.24,9.49,82.78,262.98,109.24,6.51
"PLA-025xZM-0002","PLA-025","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,6,1,16.35,9.66,81.33,286.96,105.61,7.82
"PLB-030xZM-0002","PLB-030","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,4,1,12,10.7,82.66,273.66,112.08,7.21
"PLB-026xZM-0002","PLB-026","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,4,5,12.71,9.63,82.81,245.88,109.42,7.66
"PLB-045xZM-0002","PLB-045","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,6,5,11.82,9.45,78.62,255.33,117,7.46
"PLA-015xZM-0003","PLA-015","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,4,4,15.28,10.43,83.44,268.97,110.73,7.35
"PLA-055xZM-0003","PLA-055","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,5,2,12.96,9.96,84.37,270.78,114.56,7.79
"PLA-025xZM-0003","PLA-025","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,2,4,15.04,9.67,80.44,275.45,110.1,7.9
"PLB-030xZM-0003","PLB-030","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,6,3,12.69,10.37,81.04,262.19,115.43,6.74
"PLB-026xZM-0003","PLB-026","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,3,3,13.73,11.08,82.05,282.38,114.47,8.26
"PLB-045xZM-0003","PLB-045","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,5,4,13.14,9.59,80.43,274.47,114.52,8.7
"PLA-015xZM-0001","PLA-015","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B2",2,3,4,15.78,12.64,82.83,280.65,106.95,8.47
