"genotype","parent1","parent2","env","block","rep","row","col","yield","grain_protein","test_weight","plant_height","maturity","standability"
"PLB-052xZM-0002","PLB-052","ZM-0002","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,3,5,12.33,8.34,72.34,228.69,124.66,5.78
"PLB-027xZM-0002","PLB-027","ZM-0002","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,4,6,12.77,8.9,65.67,206.96,125.9,4.21
"PLA-009xZM-0003","PLA-009","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,1,1,14.72,7.44,78.22,257.16,131.42,5.17
"PLA-044xZM-0003","PLA-044","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,4,4,13.45,8.18,75.58,223.68,126.1,4.88
"PLA-053xZM-0003","PLA-053","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,6,2,15.84,6.63,68.92,253.34,126.92,5.13
"PLB-047xZM-0003","PLB-047","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,2,2,11.8,7.85,72.61,245.56,126.04,3.82
"PLB-052xZM-0003","PLB-052","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,2,5,13.62,7.83,71.13,241.35,128.48,6.02
"PLB-027xZM-0003","PLB-027","ZM-0003","WESTFARM-2025-L1","WESTFARM-2025-L1-B2",2,1,2,10.56,7.37,66.3,237.6,126.8,5
"PLA-009xZM-0001","PLA-009","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,1,3,15.43,11.96,78.22,242.45,126.73,7.2
"PLA-044xZM-0001","PLA-044","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,1,4,16.44,10.43,78.66,237.47,117.67,6.69
"PLA-053xZM-0001","PLA-053","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,2,6,15.98,9.55,78.39,238.95,120.43,8.15
"PLB-047xZM-0001","PLB-047","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,1,2,14.27,10.88,74.79,258.2,125.03,7.7
"PLB-052xZM-0001","PLB-052","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,5,4,14.41,10.69,78.15,249.04,118.4,8.41
"PLB-027xZM-0001","PLB-027","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,3,4,14.04,10.19,73.98,246.71,120.79,7.56
"PLA-009xZM-0002","PLA-009","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,6,3,18.35,10.51,78.11,242.5,122.89,7.31
"PLA-044xZM-0002","PLA-044","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,2,5,17.17,9.09,78.27,205.12,110.35,7.75
"PLA-053xZM-0002","PLA-053","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,4,3,18.46,9.9,79.22,217.45,119.62,7.33
"PLB-047xZM-0002","PLB-047","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,1,6,15.88,10.82,76.01,245.45,121.84,7.47
"PLB-052xZM-0002","PLB-052","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,2,1,16.6,10.54,82.35,236.21,124.51,7.81
"PLB-027xZM-0002","PLB-027","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,3,1,16.5,11.12,73.63,229.08,120.25,7.81
"PLA-009xZM-0003","PLA-009","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,6,2,17.3,10.18,84.25,230.16,133.43,8.99
"PLA-044xZM-0003","PLA-044","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,6,5,14.54,10.75,84.7,233.1,119.65,7.85
"PLA-053xZM-0003","PLA-053","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,3,5,17.36,9.71,79.02,233.47,120.98,7.58
"PLB-047xZM-0003","PLB-047","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,6,6,15.09,9.68,80.76,251.21,123.91,6.8
"PLB-052xZM-0003","PLB-052","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,3,2,13.2,10.63,80.46,248.32,123.53,8.88
"PLB-027xZM-0003","PLB-027","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B1",1,2,2,18.02,10.86,80.87,224.69,124.63,8.12
"PLA-009xZM-0001","PLA-009","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,1,1,16.43,11.72,76.54,243.4,121.4,7.79
"PLA-044xZM-0001","PLA-044","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,5,5,17.9,10.84,70.11,223,113.14,6.8
"PLA-053xZM-0001","PLA-053","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,4,1,18.21,10.56,75.13,253,118.81,9.33
"PLB-047xZM-0001","PLB-047","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,2,4,12.34,10.74,71.01,246.14,111.84,7.84
"PLB-052xZM-0001","PLB-052","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,2,3,15.79,9.66,77.07,253.58,117.23,7.16
"PLB-027xZM-0001","PLB-027","ZM-0001","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,4,5,13.14,10.1,72.02,228.8,115.15,7.41
"PLA-009xZM-0002","PLA-009","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,5,3,19.92,10.74,77.05,204.64,120.15,6.5
"PLA-044xZM-0002","PLA-044","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,3,6,16.53,8.64,80.21,215.93,113.1,6.57
"PLA-053xZM-0002","PLA-053","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,4,4,17.46,10.63,78.51,232.33,116.05,7.84
"PLB-047xZM-0002","PLB-047","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,4,2,17.52,10.7,75.88,265.58,117.1,7.84
"PLB-052xZM-0002","PLB-052","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,5,1,16.18,10.07,77.6,228.41,117.27,8.29
"PLB-027xZM-0002","PLB-027","ZM-0002","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,6,1,16.37,9.64,76.19,211.26,116.86,8.18
"PLA-009xZM-0003","PLA-009","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,4,6,14.71,9.28,82.18,233.29,123.17,6.93
"PLA-044xZM-0003","PLA-044","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,5,6,19.53,10.28,81.73,230.28,116.57,7.07
"PLA-053xZM-0003","PLA-053","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,6,4,19.22,9.44,82.56,258.59,122.32,7.98
"PLB-047xZM-0003","PLB-047","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,3,3,16.16,8.98,78.23,264.29,117.64,7.82
"PLB-052xZM-0003","PLB-052","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,1,5,17.82,9.15,80.42,244.66,117.01,9.18
"PLB-027xZM-0003","PLB-027","ZM-0003","WESTFARM-2025-L2","WESTFARM-2025-L2-B2",2,5,2,14.97,9.39,76.68,247.63,118.01,8.53
"PLA-009xZM-0001","PLA-009","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,5,4,14.19,10.39,72.09,255.15,118.66,7.79
"PLA-044xZM-0001","PLA-044","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,5,6,15.49,10.92,72.29,265.88,118.43,8.26
"PLA-053xZM-0001","PLA-053","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,1,3,15.01,9.26,70.22,241.09,113.39,8.83
"PLB-047xZM-0001","PLB-047","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,6,3,10.01,9.66,64.35,253.18,114.02,7.88
"PLB-052xZM-0001","PLB-052","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,4,6,14.36,11.31,71.63,267.49,116.13,9.42
"PLB-027xZM-0001","PLB-027","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,5,2,8.63,10.52,62.38,226.63,117.07,6.92
"PLA-009xZM-0002","PLA-009","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,5,3,11.88,9.37,70.2,200.08,113.11,6.61
"PLA-044xZM-0002","PLA-044","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,3,2,14.23,8.65,66.66,200.88,111.05,6.19
"PLA-053xZM-0002","PLA-053","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,6,1,13.33,9.06,66.71,241.01,117.59,8.01
"PLB-047xZM-0002","PLB-047","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,3,6,15.42,11.84,68.73,267.85,118.41,7.77
"PLB-052xZM-0002","PLB-052","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,1,1,12.56,9.7,74.87,240.73,116.46,7.85
"PLB-027xZM-0002","PLB-027","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,4,4,9.93,8.87,65.43,245.11,115.01,7.25
"PLA-009xZM-0003","PLA-009","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,4,5,13.49,9.3,72.21,247.26,125.86,9.21
"PLA-044xZM-0003","PLA-044","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,1,2,13.53,8.78,71.53,237.47,117.35,8.04
"PLA-053xZM-0003","PLA-053","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,2,6,16.72,9.76,74.93,286.69,120.63,9.15
"PLB-047xZM-0003","PLB-047","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,2,3,11.09,8.47,70.37,246.79,113.83,6.19
"PLB-052xZM-0003","PLB-052","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,2,2,9.42,8.29,71.45,247.26,118.84,7.93
"PLB-027xZM-0003","PLB-027","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B1",1,2,5,14.64,9.57,71.12,238.83,119.66,8.22
"PLA-009xZM-0001","PLA-009","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,3,4,14.02,10.03,66.82,269.16,118.68,6.83
"PLA-044xZM-0001","PLA-044","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,2,1,13.31,10.08,70.33,243.73,112.88,6.8
"PLA-053xZM-0001","PLA-053","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,1,5,15.21,10.78,68.96,246.77,115.3,9.8
"PLB-047xZM-0001","PLB-047","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,3,3,8.8,9.97,62.83,248.61,111.15,5.93
"PLB-052xZM-0001","PLB-052","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,4,1,13.61,9.17,67.51,268,117.89,7.98
"PLB-027xZM-0001","PLB-027","ZM-0001","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,3,5,11.93,10.42,64.44,245.73,118.03,9.19
"PLA-009xZM-0002","PLA-009","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,6,6,13.76,10.61,72.91,260.49,123.3,7.93
"PLA-044xZM-0002","PLA-044","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,1,4,16.38,10.07,70.26,225.97,112.81,8.06
"PLA-053xZM-0002","PLA-053","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,6,5,16.08,9.22,71.46,255.6,121.15,8.27
"PLB-047xZM-0002","PLB-047","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,4,2,11.03,9.31,63.14,242.94,114.61,5.28
"PLB-052xZM-0002","PLB-052","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,6,2,12.22,9.21,70.64,250.8,115.92,8.63
"PLB-027xZM-0002","PLB-027","ZM-0002","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,4,3,9.05,8.87,66.25,245.03,112.99,6.29
"PLA-009xZM-0003","PLA-009","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,5,5,15.39,10.6,73.93,275.61,130.11,8.69
"PLA-044xZM-0003","PLA-044","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,3,1,12.41,9.56,68.87,241.36,116.27,8.13
"PLA-053xZM-0003","PLA-053","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,5,1,16.39,8.51,69.59,274.75,114.49,9.36
"PLB-047xZM-0003","PLB-047","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,2,4,11.1,9.48,70.36,262.75,119.23,7.77
"PLB-052xZM-0003","PLB-052","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,6,4,10.71,8.97,69.98,270.62,119.84,8.37
"PLB-027xZM-0003","PLB-027","ZM-0003","WESTFARM-2025-L3","WESTFARM-2025-L3-B2",2,1,6,15.31,9.52,67.02,266.7,121.43,8.98
"PLA-009xZM-0001","PLA-009","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,6,3,13.77,10.64,69.01,292.75,115.45,6.38
"PLA-044xZM-0001","PLA-044","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,3,2,12.17,10.66,70.73,264.73,115.68,6.08
"PLA-053xZM-0001","PLA-053","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,4,6,12.54,10.4,70.57,280.46,112.79,7.49
"PLB-047xZM-0001","PLB-047","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,4,3,10,9.54,66.49,278.86,118.79,6.71
"PLB-052xZM-0001","PLB-052","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,4,4,9.98,9.92,64.68,274.15,120.2,6.2
"PLB-027xZM-0001","PLB-027","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,4,5,9.24,9.27,60.18,265.02,117.18,6.66
"PLA-009xZM-0002","PLA-009","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,5,3,13.84,9.89,72.46,264.79,121.34,5.55
"PLA-044xZM-0002","PLA-044","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,6,2,15.03,8.94,73.01,262.84,117.31,8.05
"PLA-053xZM-0002","PLA-053","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,3,1,14.52,9.62,70.78,257.35,116.76,8.31
"PLB-047xZM-0002","PLB-047","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,3,3,10.16,10.24,64.52,287.74,117.16,6.56
"PLB-052xZM-0002","PLB-052","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,1,4,13.4,9.57,71.13,281.04,120.76,7.8
"PLB-027xZM-0002","PLB-027","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,1,6,9.15,10.5,68.36,264.27,116.82,7.06
"PLA-009xZM-0003","PLA-009","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,2,6,13.72,10.1,74.01,268.54,123.24,8.03
"PLA-044xZM-0003","PLA-044","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,3,6,13.15,9.59,71.25,272.9,113.37,6.83
"PLA-053xZM-0003","PLA-053","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,2,4,12.47,8.62,73.93,288.53,115.77,7.19
"PLB-047xZM-0003","PLB-047","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,6,4,11.36,8.82,74.18,294.81,120.42,6.58
"PLB-052xZM-0003","PLB-052","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,2,5,13.08,9.2,77.18,305.27,119.53,8.1
"PLB-027xZM-0003","PLB-027","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B1",1,1,2,9.87,9.89,67.1,279.4,123.55,7.46
"PLA-009xZM-0001","PLA-009","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,1,5,13.05,10.31,67.17,287.52,121.49,6.55
"PLA-044xZM-0001","PLA-044","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,6,6,14.66,10.21,67.3,288.85,112.46,7.88
"PLA-053xZM-0001","PLA-053","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,2,3,13.95,11.35,68.44,281.05,114.24,6.56
"PLB-047xZM-0001","PLB-047","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,5,5,11.91,10.39,62.12,296.03,111.65,6.73
"PLB-052xZM-0001","PLB-052","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,3,4,12.4,9.75,61.67,282.27,114.18,7.97
"PLB-027xZM-0001","PLB-027","ZM-0001","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,5,6,9.13,10.72,62.18,264.33,119.87,6.6
"PLA-009xZM-0002","PLA-009","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,4,1,15.62,9.78,69.78,251.62,117.77,6.98
"PLA-044xZM-0002","PLA-044","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,1,1,14.92,10.05,66.63,250.76,115.05,7.81
"PLA-053xZM-0002","PLA-053","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,6,1,14.42,10.11,71.64,267.56,115.38,7.58
"PLB-047xZM-0002","PLB-047","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,3,5,10.48,9.54,61.72,273.15,113.19,5.85
"PLB-052xZM-0002","PLB-052","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,5,2,10.83,9.28,69.59,284.87,118.57,7.66
"PLB-027xZM-0002","PLB-027","ZM-0002","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,5,1,11.69,11.49,62.02,270.97,112.7,6.98
"PLA-009xZM-0003","PLA-009","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,1,3,14.17,9.52,69.84,281.77,123.42,6.77
"PLA-044xZM-0003","PLA-044","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,6,5,13.7,9.42,66.29,274.45,116.59,7.31
"PLA-053xZM-0003","PLA-053","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,2,1,14.76,9.23,73.57,281.93,116.79,8.51
"PLB-047xZM-0003","PLB-047","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,5,4,11.86,9.42,68.05,287.61,113.85,5.59
"PLB-052xZM-0003","PLB-052","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,2,2,12.5,9.68,69.56,291.02,119.51,9.2
"PLB-027xZM-0003","PLB-027","ZM-0003","WESTFARM-2025-L4","WESTFARM-2025-L4-B2",2,4,2,12.32,9.76,66.94,285.57,114.88,7.53
"PLA-009xZM-0001","PLA-009","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,3,4,13.27,8.34,74.57,235.63,123.84,6.28
"PLA-044xZM-0001","PLA-044","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,1,3,14.58,9.15,77.01,223.42,121.94,7.5
"PLA-053xZM-0001","PLA-053","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,5,6,14.76,9.33,70.73,253.46,121.69,7.61
"PLB-047xZM-0001","PLB-047","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,2,1,11.57,9.08,70.08,250.13,118.2,6.94
"PLB-052xZM-0001","PLB-052","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,6,5,14.7,8.61,68.62,251.38,122.56,8.01
"PLB-027xZM-0001","PLB-027","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,4,3,5.41,8.95,64.85,246.28,118.86,5.29
"PLA-009xZM-0002","PLA-009","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,3,1,15.11,8.61,76.4,236.51,122.17,6.88
"PLA-044xZM-0002","PLA-044","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,1,1,16.33,9.49,77.03,217.12,121.17,6.99
"PLA-053xZM-0002","PLA-053","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,2,3,15.79,8.85,75.34,229.09,120.16,7.77
"PLB-047xZM-0002","PLB-047","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,3,2,13.08,8.88,66.88,239.6,120.48,5.91
"PLB-052xZM-0002","PLB-052","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,5,2,12.31,8.99,69.83,260.9,120.63,6.43
"PLB-027xZM-0002","PLB-027","ZM-0002","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,2,5,10.95,8.8,63.52,232.93,117.85,6.13
"PLA-009xZM-0003","PLA-009","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,5,4,14.75,9.08,76.81,230.71,130.28,7.11
"PLA-044xZM-0003","PLA-044","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,3,6,13.26,9.37,76.4,251.07,122.51,6.72
"PLA-053xZM-0003","PLA-053","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,4,1,18.7,7.75,75.37,262.49,120.62,8.18
"PLB-047xZM-0003","PLB-047","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,2,4,14,7.54,72.72,249.19,121.17,5.05
"PLB-052xZM-0003","PLB-052","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,6,2,14.18,8.92,75.75,247.79,126.88,8.55
"PLB-027xZM-0003","PLB-027","ZM-0003","WESTFARM-2025-L5","WESTFARM-2025-L5-B1",1,3,3,12.37,8.96,73.36,243.68,118.59,6.51
"PLA-009xZM-0001","PLA-009","ZM-0001","WESTFARM-2025-L5","WESTFARM-2025-L5-B2",2,5,5,13.08,9.72,67.96,258.74,128.18,6.03
