"genotype","env","block","rep","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"CHK-04","CAFARM-2025-L4","CAFARM-2025-L4-B1",1,88.97,4.19,37.71,71.96,114.45,21.09
"CHK-05","CAFARM-2025-L4","CAFARM-2025-L4-B1",1,70.08,4.82,44.23,60.11,112.27,21.23
"CHK-06","CAFARM-2025-L4","CAFARM-2025-L4-B1",1,63.34,4.25,41.25,70.87,113.56,23.6
"TOM-0064","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,78.85,5.93,50.05,61.54,112.37,25.98
"TOM-0067","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,97,4.99,57.47,81.59,112.8,23.59
"TOM-0125","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,105.95,4.21,37.17,76.17,104.83,22.57
"TOM-0097","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,94.25,4.38,46.91,66.84,114.21,26.94
"TOM-0205","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,69.98,5.6,38.09,67.28,99.28,23.15
"CHK-01","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,94.48,4.42,41.16,62.4,116.41,21.04
"CHK-02","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,64.14,4.17,31.13,72.95,115.28,21.57
"CHK-03","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,58.79,4.12,28.19,64.37,112.03,18.03
"CHK-04","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,81.78,3.88,43.33,69.76,116.23,26.12
"CHK-05","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,79.27,4.98,38.43,73.2,122.99,25.66
"CHK-06","CAFARM-2025-L4","CAFARM-2025-L4-B2",2,61.2,3.99,45.43,75.25,115.59,28.5
"TOM-0064","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,109.36,5.93,39.28,69.16,110.24,18.63
"TOM-0067","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,108.57,5.45,52.02,98.01,114.59,10.78
"TOM-0125","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,102.27,5,32.28,99.36,106.31,12.18
"TOM-0097","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,100.34,6.05,50.33,85.03,114.8,11.97
"TOM-0205","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,91.5,6.37,37.14,65.68,106.65,9.1
"CHK-01","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,90.17,4.9,45.44,88.85,121.82,6.86
"CHK-02","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,87.33,5.65,33.4,79.1,123.46,7.88
"CHK-03","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,85.76,5.22,27.41,70.38,117.79,5.1
"CHK-04","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,106.66,5.89,27.15,78.49,126.6,8.18
"CHK-05","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,84.37,5.76,30.61,83.17,128.04,13.82
"CHK-06","CAFARM-2025-L5","CAFARM-2025-L5-B1",1,97.18,4.73,43.39,84.14,118.35,13.72
"TOM-0064","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,99.03,6.27,40.39,74.7,112.33,14.21
"TOM-0067","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,125.77,5.13,58.17,108.63,113.04,14.09
"TOM-0125","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,117.03,5.44,26.87,92.2,100.92,10.86
"TOM-0097","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,117.03,5.05,46.3,84.8,116.27,11.91
"TOM-0205","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,105.88,6.4,35.85,69.19,106.96,14.35
"CHK-01","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,120.3,6.23,41.3,86.29,114.66,6.26
"CHK-02","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,83.75,5.61,31.5,88.01,124.02,14.64
"CHK-03","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,97.38,4.93,33.34,91.11,114.56,4.93
"CHK-04","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,98.81,5.36,31.92,82.95,117.2,8.28
"CHK-05","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,90.84,5.25,39.67,87.72,115.29,10.67
"CHK-06","CAFARM-2025-L5","CAFARM-2025-L5-B2",2,93.33,4.71,44.02,96.5,115.47,12.43
"TOM-0064","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,99.22,5,36.33,52.52,107.57,22.93
"TOM-0067","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,124.25,3.7,52.37,85.01,111.09,21.06
"TOM-0125","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,132.77,3.41,29.72,89.95,92.56,22.86
"TOM-0097","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,130.5,3.28,43.64,76.04,102.89,19.86
"TOM-0205","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,105.15,5.28,44.11,73.57,101.43,17.48
"CHK-01","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,131.35,3.72,34.06,57.83,110.5,18.31
"CHK-02","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,89.57,5.01,40.87,77.04,110.86,15.22
"CHK-03","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,94.03,3.24,30.66,68.34,102.59,17.58
"CHK-04","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,122.03,2.77,25.22,66.41,104.14,20.03
"CHK-05","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,95.06,4.15,40.38,76.22,108.61,21.72
"CHK-06","CAFARM-2025-L6","CAFARM-2025-L6-B1",1,98.73,3.77,47.13,65.99,108.76,21.02
"TOM-0064","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,108.78,5.75,34.69,62.47,99.28,27.45
"TOM-0067","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,99.27,3.92,48.37,76,105.29,21.58
"TOM-0125","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,118.1,3.79,39.53,76.74,94.81,18.39
"TOM-0097","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,115.8,3.36,34.7,76.24,101.87,18.41
"TOM-0205","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,108.34,3.86,36.49,65.02,98.22,17.54
"CHK-01","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,112.61,3.84,44.53,80.8,107.41,17.71
"CHK-02","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,95.16,4.2,39.02,78.9,109.73,17.64
"CHK-03","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,97.68,3.36,26.11,66.88,109.32,15.06
"CHK-04","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,101.46,3.64,34.53,77.4,107.82,19.03
"CHK-05","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,104.46,3.82,32.01,66.86,109.18,21.99
"CHK-06","CAFARM-2025-L6","CAFARM-2025-L6-B2",2,98.3,2.43,34.52,72.01,104.54,20.68
"TOM-0064","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,87.86,5.47,32.84,73.53,114.96,21.79
"TOM-0067","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,100.81,5.15,42.43,84.32,116.42,25.73
"TOM-0125","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,106.98,4.56,21.93,76.86,110.25,17.86
"TOM-0097","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,89.15,4.66,32.71,75.36,116.49,22.62
"TOM-0205","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,95.65,5.59,28.24,76.33,108.24,23.7
"CHK-01","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,104.82,4.79,32.62,73.68,124.11,20.37
"CHK-02","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,78.42,5.37,31.21,70.42,123.24,24.66
"CHK-03","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,73.98,3.74,31.29,64.52,114.68,16.6
"CHK-04","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,112.99,4.2,24.14,85.06,112.5,19.02
"CHK-05","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,73.38,5.24,28.66,63.77,116.17,23.55
"CHK-06","CAFARM-2025-L7","CAFARM-2025-L7-B1",1,70.68,4.85,32.96,69.06,117.65,21.52
"TOM-0064","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,98.74,5.39,42.02,64.34,115.31,24.33
"TOM-0067","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,89.25,4.67,46.09,90.25,117.05,23.09
"TOM-0125","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,100.1,4.9,22.92,98.19,105.71,23.19
"TOM-0097","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,90.86,5.21,44.62,72.19,116,21.21
"TOM-0205","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,94.67,5.63,40.72,71.67,112.47,19.18
"CHK-01","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,94.69,4.76,33.3,70.03,113.51,20.1
"CHK-02","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,63.57,5.23,32.52,69.84,118.46,22.04
"CHK-03","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,82.75,4.29,29.31,69.58,114.69,19.15
"CHK-04","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,102.68,5.48,33.83,85.78,119.14,18.99
"CHK-05","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,79.05,4.94,35.21,71.73,121.06,24.6
"CHK-06","CAFARM-2025-L7","CAFARM-2025-L7-B2",2,71.28,4.21,33.93,82,116.88,24.63
"TOM-0064","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,87.23,5.45,51.49,62.94,123.24,15.52
"TOM-0067","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,96.28,5.83,55.26,83.61,122.01,12.21
"TOM-0125","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,99.49,5.09,53.09,87.54,108.04,11.15
"TOM-0097","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,94.69,4.9,52.15,66.13,114.96,14.98
"TOM-0205","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,98.44,6.16,47.07,72.05,110.08,11.09
"CHK-01","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,99.72,4.57,50.48,69.44,124.78,11.96
"CHK-02","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,82.9,6.16,46.83,84.45,124.24,13.48
"CHK-03","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,84.95,5.19,55.07,65.89,118.44,10.35
"CHK-04","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,103.94,5.03,51.3,76.37,120.98,8.35
"CHK-05","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,72.77,5.64,51.74,67.14,122.8,10.78
"CHK-06","CAFARM-2025-L8","CAFARM-2025-L8-B1",1,90.18,4.67,53.16,76.97,121.33,15.69
"TOM-0064","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,91.99,5.76,49.01,51.47,121.01,17.8
"TOM-0067","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,109.1,4.48,54.15,82.52,121.66,13.36
"TOM-0125","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,100.48,5.09,36.77,93.68,110.2,13.56
"TOM-0097","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,110.61,5.13,54.16,80.35,119.39,14.9
"TOM-0205","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,98.19,5.32,44.34,63.58,106.85,11.09
"CHK-01","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,104.73,4.98,45.04,74.34,119.27,15.47
"CHK-02","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,75.34,5.37,49.17,71.67,123.76,11.99
"CHK-03","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,105.03,4.25,35.45,76.36,116.1,7.06
"CHK-04","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,101.7,4.36,35.12,73.7,131.14,5.87
"CHK-05","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,75.98,4.74,49.61,55.66,117.26,14.24
"CHK-06","CAFARM-2025-L8","CAFARM-2025-L8-B2",2,75.14,4.48,43.52,71.37,117.94,13.6
"TOM-0064","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,103.07,5.27,43.71,65.67,115.75,22.31
"TOM-0067","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,114.03,3.86,51.93,94.27,127.06,19.31
"TOM-0125","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,95.82,4.54,33.81,93.25,108.94,17
"TOM-0097","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,107.3,4.33,42.01,80.57,120.96,20.58
"TOM-0205","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,109.88,4.31,31.69,63.05,110.66,19.51
"CHK-01","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,123.61,4.3,45.5,78.46,119.69,12.64
"CHK-02","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,80.01,5.4,43.86,85.19,124.87,15.33
"CHK-03","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,85.56,3.74,22.43,80.74,118.59,14.59
"CHK-04","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,102.77,4.07,20.5,81.27,122.99,16.15
"CHK-05","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,74.3,3.71,39.01,73.1,122.75,21.69
"CHK-06","CAFARM-2025-L9","CAFARM-2025-L9-B1",1,76.47,3.29,33.44,79.59,121.58,20.11
"TOM-0064","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,112.23,5.3,39.63,70.47,121.51,22.77
"TOM-0067","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,108.92,4.21,45.64,96.63,122.01,17.7
"TOM-0125","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,119.53,4.4,31.06,105.27,115.28,19.07
"TOM-0097","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,113.12,4.03,45.71,79.56,118.17,19.71
"TOM-0205","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,101.81,4.93,39.42,80.36,110.18,22.49
"CHK-01","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,126.4,4.46,37.01,82.89,119.22,16.65
"CHK-02","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,93.56,4.24,43.94,92.23,131.03,23.36
"CHK-03","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,94.66,4.14,36.06,68.05,123.23,14.82
"CHK-04","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,116.1,3.82,22.27,82.18,125.88,14.05
"CHK-05","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,97.16,4.12,33.76,80.12,116.9,17.85
"CHK-06","CAFARM-2025-L9","CAFARM-2025-L9-B2",2,98.75,3.16,40.9,89.2,120.13,19.08
"TOM-0064","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,90.88,6.41,46.5,63.77,117.98,23.05
"TOM-0067","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,107.65,4.32,55.39,79.91,120.16,16.51
"TOM-0125","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,105.69,5.35,40.66,82.32,112.47,19.02
"TOM-0097","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,102.87,5.37,47.69,67.86,116.33,21.03
"TOM-0205","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,85.13,5.94,37.52,76.3,114.1,20.69
"CHK-01","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,89.9,4.51,47.66,64.15,119.18,14.42
"CHK-02","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,70.96,5.46,45.07,64.99,128.16,19.68
"CHK-03","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,76.62,5.17,44.18,73.49,119.79,13.08
"CHK-04","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,108.82,5.06,41.13,60.49,130.51,17.42
"CHK-05","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,78.68,4.88,43.71,65.79,131.1,20.7
"CHK-06","CAFARM-2025-L10","CAFARM-2025-L10-B1",1,85.89,4.89,40.58,66.48,121.81,22.01
"TOM-0064","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,95.39,5.67,48.17,53.54,118.36,21.8
"TOM-0067","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,96.11,5.77,50.81,77.85,116.66,18.22
"TOM-0125","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,96.15,4.8,38.02,74.7,104.28,19.96
"TOM-0097","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,79.11,5.41,56.92,75.73,118.48,23.6
"TOM-0205","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,70.53,5.6,34.37,68.92,111.1,21.69
"CHK-01","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,82.61,5.07,47.76,65.28,121.79,17.31
"CHK-02","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,83.51,6,55.5,72.75,123.51,19.46
"CHK-03","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,78.58,4.36,35.18,74.7,117.98,13.98
"CHK-04","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,94.29,5.17,39.44,67.28,121.95,21.83
"CHK-05","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,73,4.81,43.43,69.1,122.65,20.83
"CHK-06","CAFARM-2025-L10","CAFARM-2025-L10-B2",2,78.17,4.81,51.51,67.68,122.87,22.18
