"genotype","parent1","parent2","env","block","rep","row","col","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L1","CA-2024-L1-B1",1,1,11,95.41,5.14,31.39,92.67,108.26,23.02
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L1","CA-2024-L1-B1",1,12,4,102.22,4.73,35.29,75.49,110.9,20.22
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L1","CA-2024-L1-B1",1,2,10,83.23,4.81,33.57,89.28,111.27,22.1
"PLA-025xTOM-0002","PLA-025","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,10,10,97.13,4.76,38.89,71.08,105.55,17.42
"PLA-015xTOM-0002","PLA-015","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,3,8,103.38,4.84,33.19,69.93,102.18,17.92
"PLA-053xTOM-0002","PLA-053","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,3,12,97.8,4.75,27.33,67.71,112.26,22.32
"PLA-055xTOM-0002","PLA-055","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,4,8,86.87,4.83,46.14,58.86,104.75,19.39
"PLA-014xTOM-0002","PLA-014","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,11,2,98.41,4.4,41.9,65.85,109.53,20.85
"PLA-008xTOM-0002","PLA-008","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,1,3,90.34,4.88,44.23,72.42,108,18.03
"PLA-058xTOM-0002","PLA-058","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,1,5,106.63,4.34,28.95,77.55,109.43,19.85
"PLA-024xTOM-0002","PLA-024","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,7,10,95.01,4.23,28.98,75.88,109.99,19.4
"PLB-026xTOM-0002","PLB-026","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,12,12,102.1,4.72,42.86,71.88,111.68,18.69
"PLB-045xTOM-0002","PLB-045","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,4,2,91.22,5.3,34.44,74.43,109.95,19.17
"PLB-033xTOM-0002","PLB-033","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,7,9,83.03,4.26,23.32,57.64,102.97,10.97
"PLB-030xTOM-0002","PLB-030","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,9,6,96.17,4.64,42.1,70.23,103.74,16.06
"PLB-048xTOM-0002","PLB-048","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,4,9,81.7,3.77,31.77,74.25,100.26,19.73
"PLB-052xTOM-0002","PLB-052","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,12,8,81.58,5.52,36.1,75.3,109.43,20.77
"PLB-022xTOM-0002","PLB-022","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,8,11,88.28,4.76,27.73,69.88,106.96,16.33
"PLB-008xTOM-0002","PLB-008","TOM-0002","CA-2024-L1","CA-2024-L1-B1",1,6,12,94.06,4.72,42.56,65.15,105.98,15.05
"PLA-025xTOM-0003","PLA-025","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,1,7,98.1,5.09,40.37,79.29,107.16,19.86
"PLA-015xTOM-0003","PLA-015","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,10,2,100.15,4.57,46.92,86.78,104.08,19.88
"PLA-053xTOM-0003","PLA-053","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,8,12,104.66,4.32,44.46,77.11,108.91,21.3
"PLA-055xTOM-0003","PLA-055","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,1,12,110.08,4.51,41.64,75.1,110.58,21.33
"PLA-014xTOM-0003","PLA-014","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,9,1,92.2,4.92,44.27,70.95,108.68,18.88
"PLA-008xTOM-0003","PLA-008","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,10,7,93.11,4.57,41.36,72.29,112.63,14.01
"PLA-058xTOM-0003","PLA-058","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,11,8,115.25,4.68,37.72,86.16,102.19,22.94
"PLA-024xTOM-0003","PLA-024","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,11,10,94.45,4.74,51.24,79.11,116.21,20.63
"PLB-026xTOM-0003","PLB-026","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,11,3,89.59,4.93,41.86,77.02,111.57,23.39
"PLB-045xTOM-0003","PLB-045","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,10,3,101.53,4.83,39.09,73.85,112.93,21.54
"PLB-033xTOM-0003","PLB-033","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,5,1,77.52,4.29,34.98,69.51,108.2,15.82
"PLB-030xTOM-0003","PLB-030","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,5,5,81.45,4.28,35.16,63.33,111.95,14.31
"PLB-048xTOM-0003","PLB-048","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,8,7,86.76,4.08,37.5,63.84,103.02,18.01
"PLB-052xTOM-0003","PLB-052","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,12,11,107.31,4.6,39.43,84.94,113.64,23.75
"PLB-022xTOM-0003","PLB-022","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,8,10,93.24,4.48,31.93,67.51,111.73,20.07
"PLB-008xTOM-0003","PLB-008","TOM-0003","CA-2024-L1","CA-2024-L1-B1",1,7,7,61.55,3.23,36.51,81.26,109.14,19.17
"PLA-025xTOM-0001","PLA-025","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,2,8,97.93,4.68,41.35,74.75,108.92,18.31
"PLA-015xTOM-0001","PLA-015","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,4,3,99.1,4.29,32.7,80.63,104.06,16.83
"PLA-053xTOM-0001","PLA-053","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,4,4,96.03,4.59,26.27,72.31,103.71,16.62
"PLA-055xTOM-0001","PLA-055","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,11,1,103.2,5.04,44.93,69.81,105.75,15.37
"PLA-014xTOM-0001","PLA-014","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,2,7,105.63,5.57,35.4,68.29,107.26,21.1
"PLA-008xTOM-0001","PLA-008","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,6,2,101.52,5,40.24,80.43,112.85,18.39
"PLA-058xTOM-0001","PLA-058","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,4,12,124.37,4.08,30.28,74.76,102.86,18.94
"PLA-024xTOM-0001","PLA-024","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,10,9,89.43,5.47,40.55,73.69,110.45,18.03
"PLB-026xTOM-0001","PLB-026","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,2,2,92.76,5.54,43.78,81.5,114.16,15.82
"PLB-045xTOM-0001","PLB-045","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,10,6,109.55,4.87,29.14,62.75,116.2,17.15
"PLB-033xTOM-0001","PLB-033","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,8,2,97.35,4.13,34.37,64.99,105.4,14.06
"PLB-030xTOM-0001","PLB-030","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,12,5,97.09,4.79,40.38,70.69,115.49,19.29
"PLB-048xTOM-0001","PLB-048","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,11,7,78.99,4.34,33.19,86.37,100.72,19.86
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,10,4,101.05,4.28,28.13,64.74,106.82,19.64
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,5,8,81.19,4.03,20.02,71.66,107.08,16.42
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L1","CA-2024-L1-B2",2,9,7,74.76,4.68,40.46,70.65,109,18.65
"PLA-025xTOM-0002","PLA-025","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,8,8,106.31,4.34,40.09,67,101.31,16.08
"PLA-015xTOM-0002","PLA-015","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,8,6,116.42,4.29,36.1,61.53,102.63,17.25
"PLA-053xTOM-0002","PLA-053","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,9,2,100.42,4.47,42.06,64.23,105.26,18.7
"PLA-055xTOM-0002","PLA-055","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,8,9,98.5,4.03,37.81,61.63,102.17,16.07
"PLA-014xTOM-0002","PLA-014","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,5,3,109.98,4.72,35.69,64.75,110.81,15.53
"PLA-008xTOM-0002","PLA-008","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,4,6,104.87,3.47,33.38,65.81,111.07,15.93
"PLA-058xTOM-0002","PLA-058","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,12,2,112.61,4.06,41.28,78.59,108.76,23.26
"PLA-024xTOM-0002","PLA-024","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,10,12,122.93,4.58,39.39,68.31,111.37,17.1
"PLB-026xTOM-0002","PLB-026","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,5,4,97.89,5.12,40.38,70.87,111.15,16.37
"PLB-045xTOM-0002","PLB-045","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,2,6,112.84,4.84,42.97,80.92,117.38,15.64
"PLB-033xTOM-0002","PLB-033","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,2,4,94.18,4.97,40.34,61.97,111.8,16.46
"PLB-030xTOM-0002","PLB-030","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,9,8,86.96,4.24,38.23,70.72,108.02,13.14
"PLB-048xTOM-0002","PLB-048","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,2,3,107.55,4.57,33.86,75.62,108.78,17.33
"PLB-052xTOM-0002","PLB-052","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,10,8,97.76,4.9,32.13,71.98,108.38,16.61
"PLB-022xTOM-0002","PLB-022","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,4,1,95.38,4.06,36.41,72.91,109.02,17.7
"PLB-008xTOM-0002","PLB-008","TOM-0002","CA-2024-L1","CA-2024-L1-B2",2,11,11,103.17,4.48,35.33,70.55,110.33,16.83
"PLA-025xTOM-0003","PLA-025","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,3,4,87.1,4.11,51.39,78.31,112.07,20.32
"PLA-015xTOM-0003","PLA-015","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,2,11,104.53,4.24,43.16,83.56,110.36,18.85
"PLA-053xTOM-0003","PLA-053","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,1,1,119.26,5.01,50.26,92.55,113.85,21.08
"PLA-055xTOM-0003","PLA-055","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,4,11,111.96,4.34,42.05,72.9,112.03,15.18
"PLA-014xTOM-0003","PLA-014","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,9,5,108.71,4.2,48.89,66.41,109.82,22.81
"PLA-008xTOM-0003","PLA-008","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,8,3,103.68,3.84,42.59,70.46,115.89,17.36
"PLA-058xTOM-0003","PLA-058","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,6,5,107.26,4.1,33.74,75.1,104.72,18.81
"PLA-024xTOM-0003","PLA-024","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,4,5,96.76,4.69,45.04,85.52,113.62,16.73
"PLB-026xTOM-0003","PLB-026","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,6,10,91.44,3.91,40.69,69.22,109.54,17.8
"PLB-045xTOM-0003","PLB-045","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,3,3,95.1,4.8,38.19,67.09,112.56,18.81
"PLB-033xTOM-0003","PLB-033","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,5,11,93.97,3.42,38.36,77.54,108.61,14.22
"PLB-030xTOM-0003","PLB-030","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,1,4,109.48,5.25,44.07,73.61,115.37,18.98
"PLB-048xTOM-0003","PLB-048","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,9,12,90.11,3.82,37.97,81.35,108.61,17.44
"PLB-052xTOM-0003","PLB-052","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,7,3,105.23,4.53,41.59,68.83,115.3,23.16
"PLB-022xTOM-0003","PLB-022","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,3,10,82.98,4.29,38.84,65.89,113.02,24.84
"PLB-008xTOM-0003","PLB-008","TOM-0003","CA-2024-L1","CA-2024-L1-B2",2,10,11,88.14,4.17,42.5,77.58,108.14,22.19
"PLA-025xTOM-0001","PLA-025","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,6,7,96.44,4.68,33.66,73.96,106.49,15.72
"PLA-015xTOM-0001","PLA-015","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,9,10,89.02,5.01,38.84,80.17,105.85,20.11
"PLA-053xTOM-0001","PLA-053","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,10,1,91.09,5.1,31.95,77.62,106.71,24.75
"PLA-055xTOM-0001","PLA-055","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,6,11,103.1,4.64,23.63,70.05,108.56,15.78
"PLA-014xTOM-0001","PLA-014","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,7,2,95.77,5.44,32.17,63.3,107.11,18.61
"PLA-008xTOM-0001","PLA-008","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,3,5,106.02,5.08,41.63,73.16,108.59,19.34
"PLA-058xTOM-0001","PLA-058","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,12,10,120.84,5.43,35.98,85.06,108.01,22.42
"PLA-024xTOM-0001","PLA-024","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,12,6,99.49,5.46,43.62,82.65,114.97,18.77
"PLB-026xTOM-0001","PLB-026","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,4,7,76.28,5.23,30.11,70.24,107.84,13.55
"PLB-045xTOM-0001","PLB-045","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,3,7,103.69,4.54,34.65,75.08,111.22,18.9
"PLB-033xTOM-0001","PLB-033","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,5,10,95.08,4.83,33.11,65.31,107.75,17.51
"PLB-030xTOM-0001","PLB-030","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,7,1,83.71,4.96,41.33,75.98,105.39,20.37
"PLB-048xTOM-0001","PLB-048","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,9,11,80.73,5.03,30.14,77.41,100.5,20.77
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,1,10,99.99,5.28,28.51,87.97,109.78,21.94
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,1,2,103.99,4.92,33.72,79.33,116.5,18.72
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L1","CA-2024-L1-B3",3,3,6,85.58,5.04,33.1,82.29,106.42,18.02
"PLA-025xTOM-0002","PLA-025","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,11,6,108.87,4.75,42.06,66.62,105.03,17.6
"PLA-015xTOM-0002","PLA-015","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,11,4,118.08,4.58,42.78,83.68,104.09,18.22
"PLA-053xTOM-0002","PLA-053","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,12,3,107.95,5.23,38.61,78.44,112.33,23.23
"PLA-055xTOM-0002","PLA-055","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,5,2,116.08,4.51,33.7,69.31,109.18,16.14
"PLA-014xTOM-0002","PLA-014","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,11,5,100.88,5.08,40.12,73.37,109.75,16.35
"PLA-008xTOM-0002","PLA-008","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,10,5,115.2,4.04,40.18,70.6,108.79,17.78
"PLA-058xTOM-0002","PLA-058","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,1,8,131.64,4.26,39.12,83.31,109.24,24.65
"PLA-024xTOM-0002","PLA-024","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,5,9,118.89,4.62,35.84,64.5,108.55,15.07
"PLB-026xTOM-0002","PLB-026","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,7,4,97.39,4.05,39.01,72.05,106.14,13.92
"PLB-045xTOM-0002","PLB-045","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,4,10,108.84,4.49,32.83,66.45,107.08,14.88
"PLB-033xTOM-0002","PLB-033","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,3,1,107.72,4.36,33.13,62.2,108.04,17.01
"PLB-030xTOM-0002","PLB-030","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,8,1,90.21,4.44,34.69,71.95,107.13,16.6
"PLB-048xTOM-0002","PLB-048","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,6,3,98.21,3.76,39.03,62.57,100.02,14.99
"PLB-052xTOM-0002","PLB-052","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,7,8,92.75,5.26,35.76,72.76,108.43,20.14
"PLB-022xTOM-0002","PLB-022","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,12,9,105.18,4.53,39.6,73.87,110.56,20.6
"PLB-008xTOM-0002","PLB-008","TOM-0002","CA-2024-L1","CA-2024-L1-B3",3,9,4,85.75,4.15,40.31,66.16,108.58,14.62
"PLA-025xTOM-0003","PLA-025","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,7,6,100.46,3.6,36.27,77.15,103.42,21.44
"PLA-015xTOM-0003","PLA-015","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,7,5,99.05,4.56,44.97,72.13,102.8,18.73
"PLA-053xTOM-0003","PLA-053","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,6,9,101.67,3.29,39.72,80.32,107.86,20.77
"PLA-055xTOM-0003","PLA-055","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,2,1,118.65,4.32,40.49,73.07,107.89,19.07
"PLA-014xTOM-0003","PLA-014","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,2,12,100.98,5.16,42.25,77.19,111.68,21.74
"PLA-008xTOM-0003","PLA-008","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,1,6,109.3,4.69,41.16,91.79,114.59,22.16
"PLA-058xTOM-0003","PLA-058","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,3,9,124.38,4.15,30.35,74.74,105.84,18.3
"PLA-024xTOM-0003","PLA-024","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,5,6,92.04,4.38,38.71,79.82,112.95,19.47
"PLB-026xTOM-0003","PLB-026","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,9,9,93.11,3.53,46.95,73.2,110.21,18.74
"PLB-045xTOM-0003","PLB-045","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,11,12,108.34,5.43,35.59,77.72,115.54,17.94
"PLB-033xTOM-0003","PLB-033","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,7,12,86.88,3.85,32.95,77.88,111.19,13.23
"PLB-030xTOM-0003","PLB-030","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,3,2,85.36,4.27,36.14,75.67,108.1,17.78
"PLB-048xTOM-0003","PLB-048","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,11,9,88.3,4.51,43.88,76.36,108.02,17.07
"PLB-052xTOM-0003","PLB-052","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,1,9,98.92,4.65,45.51,79.73,112.29,25.31
"PLB-022xTOM-0003","PLB-022","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,12,7,103.06,4.95,34.23,76.7,112.56,21.68
"PLB-008xTOM-0003","PLB-008","TOM-0003","CA-2024-L1","CA-2024-L1-B3",3,6,6,86.98,3.4,39.34,81.75,106.93,19.04
"PLA-025xTOM-0001","PLA-025","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,5,6,107.51,5.92,27.55,87.39,113.09,17.15
"PLA-015xTOM-0001","PLA-015","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,2,4,95.74,6.12,46,86,112.98,23.35
"PLA-053xTOM-0001","PLA-053","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,11,1,92.27,5.59,38.42,94.06,119.57,25.44
"PLA-055xTOM-0001","PLA-055","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,9,7,109.37,6.27,39.57,87.08,112.71,18.63
"PLA-014xTOM-0001","PLA-014","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,10,7,96.44,6.45,45.39,80.31,116.93,20.53
"PLA-008xTOM-0001","PLA-008","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,4,6,103.45,5.85,45.61,87.43,120.31,19.85
"PLA-058xTOM-0001","PLA-058","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,6,11,104.62,4.97,34.86,84.99,113.48,20.51
"PLA-024xTOM-0001","PLA-024","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,6,6,105.48,6,43.67,69.31,119.11,22.64
"PLB-026xTOM-0001","PLB-026","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,11,2,101.64,5.95,38.97,78.72,120.58,17.67
"PLB-045xTOM-0001","PLB-045","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,11,6,124.23,5.58,43.97,83.08,121.05,22.26
"PLB-033xTOM-0001","PLB-033","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,4,12,85.81,5.97,36.17,85.58,116.38,19.78
"PLB-030xTOM-0001","PLB-030","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,9,8,87.22,6.05,40.92,78.68,117.92,17.94
"PLB-048xTOM-0001","PLB-048","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,11,9,81.94,5.36,41.36,90.98,106.56,22.19
"PLB-052xTOM-0001","PLB-052","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,6,8,94.99,5.76,41.04,82.37,114.23,21.35
"PLB-022xTOM-0001","PLB-022","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,12,3,101.62,5.74,35.55,78.63,120.82,22.3
"PLB-008xTOM-0001","PLB-008","TOM-0001","CA-2024-L2","CA-2024-L2-B1",1,4,4,82.74,5.96,36.52,92.13,115.57,21.1
"PLA-025xTOM-0002","PLA-025","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,7,11,103.1,5.37,38.5,66.32,109.92,20.2
"PLA-015xTOM-0002","PLA-015","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,10,9,107.88,5.18,41.93,81.34,111.86,19.97
"PLA-053xTOM-0002","PLA-053","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,8,1,100.51,6.24,40.82,80.14,115.44,22.92
"PLA-055xTOM-0002","PLA-055","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,8,10,92.68,5.2,41.01,82.07,114.7,17.16
"PLA-014xTOM-0002","PLA-014","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,7,5,111.97,6.26,45.29,67.32,117.58,22.9
"PLA-008xTOM-0002","PLA-008","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,2,9,106.47,6.5,44.65,72.08,123.24,17.96
"PLA-058xTOM-0002","PLA-058","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,9,6,113.48,4.71,36.86,80.56,113.82,22.6
"PLA-024xTOM-0002","PLA-024","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,5,2,98.72,6.28,44.06,83.72,119.01,19.97
"PLB-026xTOM-0002","PLB-026","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,3,3,104.8,6.17,46.06,75.21,118.51,20.74
"PLB-045xTOM-0002","PLB-045","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,8,2,105.73,5.55,43.76,76.21,124.41,21.99
"PLB-033xTOM-0002","PLB-033","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,12,5,87.24,5.61,41.18,65.13,114.16,18.24
"PLB-030xTOM-0002","PLB-030","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,8,6,95.86,6.18,48.53,72.75,118.32,20.31
"PLB-048xTOM-0002","PLB-048","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,10,1,96.25,4.86,44.49,76.53,111.33,21.43
"PLB-052xTOM-0002","PLB-052","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,5,11,102.13,5.52,42.36,83.2,118.65,20.81
"PLB-022xTOM-0002","PLB-022","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,11,7,101.49,5.14,41.61,82.52,114.62,23.15
"PLB-008xTOM-0002","PLB-008","TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,2,6,94.91,5.5,36.99,90.56,115.14,18.27
"PLA-025xTOM-0003","PLA-025","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,9,3,102.89,5.61,51.07,80.16,113.47,25.74
"PLA-015xTOM-0003","PLA-015","TOM-0003","CA-2024-L2","CA-2024-L2-B1",1,7,1,106.2,6.19,45.73,91.34,113.56,23.19
