"genotype","parent1","parent2","env","block","rep","row","col","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,12,11,92.36,NA,NA,95.2,105.04,25.05
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,5,10,99.39,NA,NA,114,107.06,21.69
"PLB-030xTOM-0001","PLB-030","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,4,11,106.78,NA,NA,95.1,109.79,21.18
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,8,8,94.44,NA,NA,88.09,106.79,26.55
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,6,12,67.88,NA,NA,98.09,105.39,23.75
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,10,5,104.43,NA,NA,96.08,111.12,21.93
"PLB-022xTOM-0001","PLB-022","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,10,8,88.38,NA,NA,81.21,105.65,21
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,6,10,87.63,NA,NA,107.54,102.99,20.62
"PLB-033xTOM-0001","PLB-033","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,1,1,101.3,NA,NA,87.59,105.08,22.95
"PLB-053xTOM-0001","PLB-053","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,11,3,90.33,NA,NA,84.83,106.88,20.56
"PLB-049xTOM-0001","PLB-049","TOM-0001","EAST-2024-L1","EAST-2024-L1-B1",1,7,7,96.74,NA,NA,85.56,104.83,20.74
"PLA-042xTOM-0002","PLA-042","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,4,7,94.24,NA,NA,92.24,102.45,23.56
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,2,10,87.3,NA,NA,103.32,102.15,21.94
"PLA-002xTOM-0002","PLA-002","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,11,11,94.77,NA,NA,89.97,108.63,19.59
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,12,4,82.08,NA,NA,103.1,106.14,21.46
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,10,7,86.99,NA,NA,94.12,103.28,18.55
"PLA-008xTOM-0002","PLA-008","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,11,1,77.9,NA,NA,97.59,105.88,16.52
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,2,11,106.56,NA,NA,86.54,104.05,21.54
"PLA-057xTOM-0002","PLA-057","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,2,6,72.16,NA,NA,91.88,104.79,23.5
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,1,11,83.26,NA,NA,95.81,98.74,23.34
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,3,10,95.7,NA,NA,87.82,102.66,19.27
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,12,8,84.41,NA,NA,93.43,105.75,24.75
"PLA-043xTOM-0002","PLA-043","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,1,4,84.04,NA,NA,93.57,104.52,23.6
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,8,5,93.46,NA,NA,95.16,103.02,26.42
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,10,10,86.53,NA,NA,84.13,102.49,21.35
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,3,4,95.11,NA,NA,93.08,116.33,22.65
"PLB-030xTOM-0002","PLB-030","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,1,10,83.46,NA,NA,89.29,103.43,18.04
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,8,11,85.52,NA,NA,85.85,109.04,22.41
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,4,1,84.52,NA,NA,104.1,107.23,22.76
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,10,6,88.4,NA,NA,89.38,105.63,26
"PLB-022xTOM-0002","PLB-022","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,10,12,83.97,NA,NA,82.53,107.38,21.98
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,8,4,85.3,NA,NA,102.25,102.53,20.35
"PLB-033xTOM-0002","PLB-033","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,7,3,77.57,NA,NA,94.22,108.56,20.9
"PLB-053xTOM-0002","PLB-053","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,3,9,95.45,NA,NA,91.35,109.46,21.53
"PLB-049xTOM-0002","PLB-049","TOM-0002","EAST-2024-L1","EAST-2024-L1-B1",1,4,5,97.29,NA,NA,93.32,111.23,22.86
"PLA-042xTOM-0003","PLA-042","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,6,6,74.04,NA,NA,88.71,107.11,23.49
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,1,5,92.95,NA,NA,94.05,105.83,23.53
"PLA-002xTOM-0003","PLA-002","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,9,8,83.13,NA,NA,82.12,110.57,21.87
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,11,7,84.5,NA,NA,88.04,110.26,23.74
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,2,3,79.14,NA,NA,96.47,108.37,22.16
"PLA-008xTOM-0003","PLA-008","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,9,2,79.98,NA,NA,89.74,108.88,20.35
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,1,7,87.8,NA,NA,86.36,111.72,24.31
"PLA-057xTOM-0003","PLA-057","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,2,5,68.89,NA,NA,79.38,114.88,27.81
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,2,12,88.77,NA,NA,90.33,110.92,20.36
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,12,1,89.13,NA,NA,89.87,117.82,24.05
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,8,12,77.31,NA,NA,79.09,108.32,25.92
"PLA-043xTOM-0003","PLA-043","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,3,1,70.3,NA,NA,89.67,108.46,26.53
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,10,1,101.73,NA,NA,91.34,108.23,30.19
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,3,3,98.38,NA,NA,77.65,112.45,28.88
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,11,12,91.22,NA,NA,92.07,115.8,22.3
"PLB-030xTOM-0003","PLB-030","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,8,7,80.01,NA,NA,72.68,114.93,23.32
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,1,3,82.94,NA,NA,77.62,112.87,29.19
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,6,8,85.43,NA,NA,87.2,109.75,24.65
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,8,3,86.22,NA,NA,83.82,112.15,25.81
"PLB-022xTOM-0003","PLB-022","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,1,6,70.38,NA,NA,68.31,112.17,26.19
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,4,3,79.36,NA,NA,96.04,108.6,27.52
"PLB-033xTOM-0003","PLB-033","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,7,6,78.19,NA,NA,91.01,114.94,22.75
"PLB-053xTOM-0003","PLB-053","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,7,2,79.07,NA,NA,86.94,112.79,27.3
"PLB-049xTOM-0003","PLB-049","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,7,5,77.23,NA,NA,76.28,109.1,25.69
"PLA-042xTOM-0001","PLA-042","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,8,9,107.07,NA,NA,97.75,104.36,20.59
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,5,6,93.76,NA,NA,103.76,102.96,26.45
"PLA-002xTOM-0001","PLA-002","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,8,1,100.55,NA,NA,101.86,104.61,18.99
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,10,11,98.42,NA,NA,99.88,105.53,21.25
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,12,3,96.03,NA,NA,110.08,104.64,16.6
"PLA-008xTOM-0001","PLA-008","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,7,12,90.46,NA,NA,106.76,109.32,19.77
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,6,9,102.07,NA,NA,93.86,108.6,23.13
"PLA-057xTOM-0001","PLA-057","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,7,9,74.02,NA,NA,100.19,109.62,21.19
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,8,6,88.13,NA,NA,103.73,104.42,16.13
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,12,10,97.26,NA,NA,95.71,105.8,20.32
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,4,10,102.93,NA,NA,98.5,99.68,24.14
"PLA-043xTOM-0001","PLA-043","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,9,10,96.65,NA,NA,103.75,101.19,23.72
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,5,11,102.85,NA,NA,98.05,102.66,21.64
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,10,3,102.99,NA,NA,90.38,108.72,24.48
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,12,6,105.33,NA,NA,110.77,112.21,18.85
"PLB-030xTOM-0001","PLB-030","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,11,2,92.03,NA,NA,98.35,106.63,20.16
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,2,8,98.48,NA,NA,93.8,107.83,22.52
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,8,10,89.65,NA,NA,106.53,107.48,23.19
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,4,2,98.05,NA,NA,105.5,111.52,22.75
"PLB-022xTOM-0001","PLB-022","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,5,12,87.35,NA,NA,93.56,108.56,22.43
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,7,4,90.26,NA,NA,100.48,105.63,22.44
"PLB-033xTOM-0001","PLB-033","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,9,7,90.15,NA,NA,88.03,106.62,20.35
"PLB-053xTOM-0001","PLB-053","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,4,12,101.37,NA,NA,93.45,110.35,21.83
"PLB-049xTOM-0001","PLB-049","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,6,3,77.29,NA,NA,106.72,110.93,20.84
"PLA-042xTOM-0002","PLA-042","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,9,9,89.34,NA,NA,98.01,106.54,23.09
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,11,8,80.57,NA,NA,103.42,101.76,20.63
"PLA-002xTOM-0002","PLA-002","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,7,11,86.28,NA,NA,101.39,106.83,17.27
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,11,89.97,NA,NA,99.8,104.19,21.25
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,3,8,79.55,NA,NA,102.71,99.95,20.7
"PLA-008xTOM-0002","PLA-008","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,12,2,80.28,NA,NA,97.27,109.68,17.04
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,10,4,100.07,NA,NA,89.89,104.73,20.81
"PLA-057xTOM-0002","PLA-057","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,5,9,62.06,NA,NA,94.9,102.8,20.41
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,2,2,83.31,NA,NA,99.4,105.64,21.62
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,4,4,104.18,NA,NA,91.12,107.91,21.9
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,2,4,101.96,NA,NA,86.92,106.12,24.99
"PLA-043xTOM-0002","PLA-043","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,12,9,81.17,NA,NA,89.92,101.59,22
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,2,7,97.32,NA,NA,111.13,104.81,24.48
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,11,4,91.75,NA,NA,85.6,105.92,21.49
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,11,6,107.83,NA,NA,105.86,113.01,19.46
"PLB-030xTOM-0002","PLB-030","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,5,4,89.32,NA,NA,84.84,112.11,22.74
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,11,10,88.56,NA,NA,86.89,109.11,24.52
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,5,82.89,NA,NA,97.27,109.43,19.29
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,3,5,94.86,NA,NA,85.41,111.11,22.96
"PLB-022xTOM-0002","PLB-022","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,3,11,85.12,NA,NA,87.91,107.95,22.94
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,4,100.04,NA,NA,104.28,103.77,20.92
"PLB-033xTOM-0002","PLB-033","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,5,5,88.71,NA,NA,91.3,108.23,22.62
"PLB-053xTOM-0002","PLB-053","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,9,11,77.82,NA,NA,90.49,109.62,18.97
"PLB-049xTOM-0002","PLB-049","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,4,9,73.82,NA,NA,83.81,106.38,20.23
"PLA-042xTOM-0003","PLA-042","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,11,5,63.91,NA,NA,92.3,113.34,19.64
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,2,9,89.74,NA,NA,95.59,104.41,26.13
"PLA-002xTOM-0003","PLA-002","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,3,2,92.34,NA,NA,80.59,111.53,20.99
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,1,8,88.07,NA,NA,88.1,114.69,20.54
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,6,2,81.7,NA,NA,93.22,109.96,22.28
"PLA-008xTOM-0003","PLA-008","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,5,3,73.6,NA,NA,90.89,114.72,22.01
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,9,12,92.21,NA,NA,89.35,110.87,23.32
"PLA-057xTOM-0003","PLA-057","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,9,5,90.65,NA,NA,76.36,112.13,24.43
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,6,1,101.66,NA,NA,92.31,112.49,24.94
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,1,2,90.66,NA,NA,94.86,116.29,23.25
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,5,2,77.59,NA,NA,86.81,113.71,26.58
"PLA-043xTOM-0003","PLA-043","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,8,2,78.3,NA,NA,79.78,109.24,26.12
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,1,12,99.31,NA,NA,100.25,111.95,27.99
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,3,7,102.46,NA,NA,85.56,108.45,25.56
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,5,1,92.3,NA,NA,99.67,119.28,23.92
"PLB-030xTOM-0003","PLB-030","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,12,7,87.39,NA,NA,79.94,114.4,25.39
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,9,4,101.28,NA,NA,84.01,119.65,30.28
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,2,1,89.72,NA,NA,94.83,112.84,28.64
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,3,6,85.27,NA,NA,90.06,115.09,23.11
"PLB-022xTOM-0003","PLB-022","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,3,12,90.64,NA,NA,73.28,116.83,24.81
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,12,12,87.22,NA,NA,86.4,108.69,26.65
"PLB-033xTOM-0003","PLB-033","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,7,10,77.88,NA,NA,83.07,116.61,22.64
"PLB-053xTOM-0003","PLB-053","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,5,7,82,NA,NA,84.13,115.99,24.82
"PLB-049xTOM-0003","PLB-049","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,4,6,76.9,NA,NA,70.12,111.98,27.24
"PLA-042xTOM-0001","PLA-042","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,11,10,90.94,NA,NA,80.43,102.81,10.09
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,12,11,87.49,NA,NA,95.78,101.65,11.59
"PLA-002xTOM-0001","PLA-002","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,1,10,92.75,NA,NA,97.4,101.73,8.08
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,1,9,98.05,NA,NA,76.1,95.93,10.5
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,8,1,92.61,NA,NA,92.53,105.15,9.11
"PLA-008xTOM-0001","PLA-008","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,7,10,67.14,NA,NA,74.16,96.62,3.28
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,12,5,104.05,NA,NA,86.61,104.3,7.39
"PLA-057xTOM-0001","PLA-057","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,2,10,62.75,NA,NA,89.87,107.04,10.39
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,9,8,67.59,NA,NA,74.45,96.61,5.81
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,8,9,85.39,NA,NA,77.26,100.16,6.11
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,11,4,71.88,NA,NA,86.12,101.25,16.57
"PLA-043xTOM-0001","PLA-043","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,6,7,65.28,NA,NA,67.17,93.08,8.88
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,5,4,89.99,NA,NA,97.03,100.27,16.74
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,8,6,91.86,NA,NA,82.13,97.8,12.08
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,2,7,102.43,NA,NA,84.13,104.45,10.8
"PLB-030xTOM-0001","PLB-030","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,2,8,84.06,NA,NA,74.19,102.47,7.67
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,8,8,84.04,NA,NA,73.51,99.15,13.9
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,9,6,92.54,NA,NA,81.57,102.08,12.59
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,7,5,100.74,NA,NA,75.2,104.4,12.64
"PLB-022xTOM-0001","PLB-022","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,5,5,107.21,NA,NA,72.44,106.45,11.09
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,10,6,94.16,NA,NA,74.17,99.16,10.98
"PLB-033xTOM-0001","PLB-033","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,9,10,55.15,NA,NA,71.48,103.37,8.5
"PLB-053xTOM-0001","PLB-053","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,11,1,89.19,NA,NA,90.59,111.58,13.62
"PLB-049xTOM-0001","PLB-049","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,3,5,85.58,NA,NA,76.48,106.66,12.73
"PLA-042xTOM-0002","PLA-042","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,6,11,62.87,NA,NA,74.42,101.73,8.69
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,9,57.83,NA,NA,76.46,97.23,7.82
"PLA-002xTOM-0002","PLA-002","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,3,10,78.1,NA,NA,77.99,97.46,2.79
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,11,7,85.71,NA,NA,85.47,101.76,8.1
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,10,9,81.78,NA,NA,80.51,101.34,6.25
"PLA-008xTOM-0002","PLA-008","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,12,9,86.08,NA,NA,69.82,98.25,3.05
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,1,1,102.15,NA,NA,90.08,103.51,8.09
"PLA-057xTOM-0002","PLA-057","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,1,8,79.18,NA,NA,80.56,99.29,12.03
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,3,80.25,NA,NA,89.09,100.65,12.56
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,9,1,95.59,NA,NA,80.72,105.39,9.71
