"genotype","parent1","parent2","env","block","rep","row","col","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,7,7,99,5.03,44.9,80.09,119.68,24.54
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,4,7,79.96,4.51,38.47,82.69,118.56,25
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,1,4,88.27,4.97,55.51,65.41,121.64,25.35
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,5,5,100.56,5.54,47.44,76.69,121.94,22.72
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,10,3,81.37,5.02,45.66,63.8,120.83,22.93
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,4,9,101.28,5.97,41.45,66.64,122.03,20.52
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L1","EAST-2024-L1-B1",1,5,7,98.73,5.34,54.79,70.82,116.64,22.02
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,4,108.04,5.05,42.97,89.97,109.92,19.58
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,10,5,126.15,4.73,44.69,87.14,115.09,18.53
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,2,104.88,4.85,35.37,88.81,108.31,18.15
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,9,4,104.73,4.71,44.11,89.82,112.64,14.92
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,5,2,103.42,5.35,30.85,88.74,110.59,19.79
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,6,7,105.07,5.26,36.83,84.19,110.41,23.5
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,6,6,108.71,4.86,39.3,84.25,116.21,18.74
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,7,123.71,4.65,40.35,101.32,116.62,19.87
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,2,11,103.85,4.69,36.59,88.26,114.52,17.74
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,7,1,116.76,5.04,37.59,76.65,117.75,21.8
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,9,112.5,4.5,32.9,87.33,104.54,19.64
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,7,10,109.37,5.32,30.77,87.92,110.19,19.57
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,10,8,106.37,6.04,41.66,88.13,113.05,19.64
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L1","EAST-2024-L1-B2",2,3,12,113.52,4.87,40.23,89.74,119.73,18.23
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,3,3,107.11,5.63,48.21,82.63,110.26,18.36
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,10,6,105.51,5.77,45.32,79.41,107.59,18.85
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,10,10,104.18,4.88,44.64,86.94,109.11,16.1
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,11,3,86.03,5.22,38.64,84.73,111.41,15.67
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,11,2,102.47,5.3,32.62,81.71,111.52,14.53
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,4,6,98.86,6.24,48.47,69.41,112.32,21.95
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,1,1,102.3,5.14,31.63,84.75,111.15,15.91
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,9,104.52,4.6,35.72,87.06,107.93,20.51
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,2,101.48,4.84,46.04,84.27,116.02,19.73
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,9,9,91.49,5.72,38.62,61.83,116.39,19.89
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,12,100,4.4,32.75,71.72,109.08,17.22
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,4,10,97.06,3.94,42.71,66.59,112.15,18.78
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,4,4,93.21,6.03,40.71,79.5,116.94,19.83
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L1","EAST-2024-L1-B2",2,6,4,100.26,5.08,45.9,106.98,120.5,21.62
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,1,3,73.87,5.53,45.51,79.4,116.9,24.31
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,8,4,94.37,6.24,44.9,73.26,115.88,20.98
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,10,11,90.05,4.93,43.23,68.01,112,18.52
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,8,5,94.21,5.5,45.59,72.45,120.08,23.9
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,8,2,104.76,5.17,49.17,74.87,121.03,23.15
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,8,10,93.01,5.3,42.61,67.84,112.21,22.02
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,1,12,88.54,5.62,39.57,72.67,125.87,18.16
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,4,5,100.85,5.38,48.06,81.01,116.99,28.21
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,9,8,86.32,4.42,44.95,77.94,118.04,24.68
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,9,2,92.83,6.25,47.23,69.65,120.67,25.6
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,1,2,96.67,5.27,43.24,70.38,114.55,21.91
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,5,12,87.29,4.43,38.25,67.18,114.74,20.85
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,2,10,71.08,4.86,45.11,62.16,118.77,24.2
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L1","EAST-2024-L1-B2",2,4,1,101.4,5.22,51.11,85.65,123.3,20.69
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,1,8,103.84,5.49,35.34,80.6,105,20.71
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,8,6,108.98,5.67,45.12,75.76,112.24,20.15
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,3,8,99.91,5.15,36.22,91.43,109.06,19.5
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,2,6,95.4,4.59,36.5,85.95,112.98,20.38
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,5,11,98.91,4.58,31.4,78.35,111.43,16.88
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,2,12,92.8,5.69,37.28,79.87,106.24,21.92
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,7,3,111.69,6.08,43.81,88.53,116.5,14.64
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,5,10,111.19,4.67,39.63,83.88,105.43,22.2
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,1,9,103.08,4.26,42.73,84.12,111.76,18.83
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,11,1,100.41,4.88,40.39,65,113.66,20.79
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,7,11,104.1,5.08,36.45,80.13,109.82,16.61
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,9,12,100.17,4.8,34.22,71.71,109.42,21.42
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,2,4,114.37,5.74,44.85,77.81,115.38,22.78
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L1","EAST-2024-L1-B3",3,7,5,105.44,5.26,50.11,99.04,116.09,18.8
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,4,12,92,5.86,35.73,72.89,103.25,18.51
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,9,5,110.03,5.33,54.45,75.3,112.78,19.43
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,8,12,86.13,5.15,38.24,78.51,105.35,16.33
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,1,11,98.99,4.57,38.71,78.09,109.17,13.7
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,2,5,106.29,5.29,42.87,81.51,118.54,18.45
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,10,9,96.31,5.48,37.71,66.2,113.37,19.98
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,7,8,102.73,5.52,34.84,81.17,118.11,17.5
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,1,6,110.24,4.72,38.76,91.82,108.97,20.12
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,9,10,89.08,4.42,49.22,72.36,114.08,19.59
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,7,9,101.38,5.65,35.83,69.75,113.45,22.7
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,6,11,69.98,4.97,40.11,76,110.94,18.9
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,4,11,86.18,4.37,40.48,61.06,110.14,16.77
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,3,5,84.39,6.47,41.87,75.38,116.82,20.23
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L1","EAST-2024-L1-B3",3,9,3,95.51,4.47,40.55,85.72,123.19,22.08
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,2,3,88.71,5.8,41.2,79.9,115.94,21.17
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,8,8,99.32,5.11,49.88,69.51,113.99,19.26
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,7,6,97.58,4.73,42.85,84.62,119.17,23.23
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,7,12,69.02,4.53,36.71,71.33,112.98,17.9
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,11,4,99.53,5.35,50.07,69.85,116.62,22.6
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,2,9,91.14,5.78,48.02,71.63,116.69,24.37
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,5,9,82.84,5.13,42.98,70.46,118.9,17.72
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,5,4,95.42,4.77,43.46,85.16,114.65,28.51
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,6,5,96.57,5.52,40.19,79.91,121.84,26.5
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,11,5,94.54,4.96,54.87,68.38,125.89,22.36
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,5,6,87.9,5.21,37.8,66.7,112.73,24.74
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,8,1,98.34,4.93,42.19,61.03,119.96,23.47
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,7,4,97.78,6.12,45.29,74.65,125.31,22.46
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L1","EAST-2024-L1-B3",3,6,1,97.26,5.68,50.71,76.72,126.13,20.78
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,4,3,149.11,7.17,51.19,105.18,107.15,22.13
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,8,7,151.43,6.72,57.27,103.41,112.35,20.67
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,6,10,123.57,5.92,47.91,90.8,110.54,18.32
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,3,12,128.57,5.32,51.6,96.85,108.77,21.32
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,6,8,146.22,6.19,52.01,106.09,111.49,17.64
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,7,6,131.83,7.7,52.89,101.08,114.72,25.6
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,3,4,128.91,6.76,56.79,110.86,117.56,19.5
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,1,4,123.51,5.94,54.79,95.28,104.72,21.26
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,1,2,115.41,5.97,51.94,106.39,111.67,23.97
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,8,9,116.74,6.68,57.12,83.28,111.47,23.27
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,11,3,134.79,5.69,48.77,93.9,109.57,21.24
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,5,11,129.8,6.33,46.95,89.42,110.65,23.81
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,2,7,130.77,6.34,59.62,88.73,111.54,21.37
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L2","EAST-2024-L2-B1",1,9,1,130.47,6.44,64.01,105.31,116.09,20.62
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,11,122.92,6.6,42.47,89.91,108.78,18.18
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,7,3,141.37,6.98,64.22,97.85,115.2,26.49
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,1,5,119.71,6.33,61.33,104.34,109.08,22.69
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,5,7,126.17,6.48,55.98,101.99,111.06,18.6
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,4,142.12,7.52,56.79,102.82,113.8,22.57
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,10,9,122.4,5.72,54.58,76.18,110.01,24.95
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,6,5,143.51,6.57,54.74,102.54,115.99,24.71
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,8,1,133.83,6.2,52.91,103.88,108.79,25.17
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,1,11,106.04,5.59,41.33,88.92,110.65,20.07
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,5,4,145.52,7.13,63.62,89.41,119.74,27.02
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,3,10,110.52,5.28,51.71,88.46,107.73,22.89
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,4,7,137.79,6.39,61.23,83.23,112.58,20.92
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,8,3,134.89,6.99,53.54,96.45,117.95,25.56
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L2","EAST-2024-L2-B1",1,5,6,138.77,6.77,62.28,111.29,118.99,23.73
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,3,3,125.31,7.47,64.02,90.65,116.19,26.2
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,4,129.09,6.9,65.09,93.97,121.4,27.08
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,10,112.48,5.88,55.73,87.31,110.57,22.24
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,9,106.76,5.9,51.48,93.15,110.99,22.25
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,3,7,126.39,6.09,64.38,87.18,117.38,22.62
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,11,123.48,6.44,58.29,71.99,115.81,22.78
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,6,2,123.43,7.03,64.46,92.52,121.89,25.44
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,7,9,121.23,5.53,54.32,87.04,118.93,27.64
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,12,111.12,5.69,58.74,94.01,118.71,24.66
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,2,12,116.39,5.87,61.57,74.24,115.28,26.8
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,5,123.16,6.72,64.91,98.25,115.68,28.76
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,3,130.6,6.44,66.6,74.34,120.09,28.43
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,10,11,103.19,6.79,50.18,81.01,118.67,22.82
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L2","EAST-2024-L2-B1",1,4,1,147.93,6.49,65.96,99.92,123.87,23.97
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,1,12,118.46,5.46,44.66,90.01,100.62,17.45
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,2,130.75,6.44,61.09,91.78,111.85,20.04
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,5,8,123.34,6.65,57.46,102.45,109.33,22.83
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,10,1,122.38,5.74,56.51,95.16,110.29,16.4
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,3,8,132.3,6.56,53.09,98.28,114.05,20.03
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L2","EAST-2024-L2-B2",2,11,4,131.25,7.02,55.22,94.36,109.14,22.63
