"genotype","env","block","rep","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"TOM-0081","CA-2024-L1","CA-2024-L1-B3",3,89.8,4.45,40.74,74.41,116.64,19
"TOM-0125","CA-2024-L1","CA-2024-L1-B3",3,95.5,3.76,43.54,80.64,103.63,18.65
"TOM-0154","CA-2024-L1","CA-2024-L1-B3",3,103.06,3.41,45.54,77.81,108.48,18.14
"TOM-0032","CA-2024-L1","CA-2024-L1-B3",3,92.92,3.8,66.67,70.08,113.39,28.54
"TOM-0222","CA-2024-L1","CA-2024-L1-B3",3,102.52,4.45,46.86,95.04,116.57,19.73
"TOM-0111","CA-2024-L1","CA-2024-L1-B3",3,83.1,4.32,58.19,80.8,113.46,21.75
"TOM-0156","CA-2024-L1","CA-2024-L1-B3",3,82.13,4.37,40.87,66.35,120.14,23.83
"TOM-0205","CA-2024-L1","CA-2024-L1-B3",3,81.41,5.22,52.45,64.39,109.64,21.69
"CHK-01","CA-2024-L1","CA-2024-L1-B3",3,99.8,4.9,51.55,72.75,115.79,20.94
"CHK-02","CA-2024-L1","CA-2024-L1-B3",3,71.17,4.85,52.07,80.72,127.59,20.21
"CHK-03","CA-2024-L1","CA-2024-L1-B3",3,71.87,4.05,47.49,78.46,116.27,15.06
"CHK-04","CA-2024-L1","CA-2024-L1-B3",3,107.52,4.18,43.6,79.43,118.11,18.86
"CHK-05","CA-2024-L1","CA-2024-L1-B3",3,74.98,3.99,50.52,69.31,118.88,23.41
"CHK-06","CA-2024-L1","CA-2024-L1-B3",3,76.22,4.05,52.42,78.08,123.23,22.93
"TOM-0064","CA-2024-L2","CA-2024-L2-B1",1,74.18,7.17,59.92,60.99,109.73,26.3
"TOM-0067","CA-2024-L2","CA-2024-L2-B1",1,104.02,5.93,62.6,88.72,113.32,22.04
"TOM-0158","CA-2024-L2","CA-2024-L2-B1",1,90.58,6.76,64.14,57.42,108.62,24.48
"TOM-0195","CA-2024-L2","CA-2024-L2-B1",1,87.48,5.44,50.85,68.89,119.42,24.16
"TOM-0148","CA-2024-L2","CA-2024-L2-B1",1,78.96,6.46,45.66,48.76,115.25,19.3
"TOM-0200","CA-2024-L2","CA-2024-L2-B1",1,88.7,5.7,43.26,55.56,114.12,25.86
"TOM-0002","CA-2024-L2","CA-2024-L2-B1",1,81.54,6.69,55.54,67.9,112.6,17.82
"TOM-0097","CA-2024-L2","CA-2024-L2-B1",1,87.04,5.34,54.89,68.01,117.56,26.1
"TOM-0081","CA-2024-L2","CA-2024-L2-B1",1,75.6,5.54,37.17,55.28,112.17,19.68
"TOM-0125","CA-2024-L2","CA-2024-L2-B1",1,71.66,5.57,50.15,87.04,106.57,23.54
"TOM-0154","CA-2024-L2","CA-2024-L2-B1",1,79.97,5.84,51.54,72.22,108.75,18.7
"TOM-0032","CA-2024-L2","CA-2024-L2-B1",1,94.83,4.66,51.7,59.51,113.54,26.26
"TOM-0222","CA-2024-L2","CA-2024-L2-B1",1,89.89,4.56,43.73,73.19,110.29,22.42
"TOM-0111","CA-2024-L2","CA-2024-L2-B1",1,78.24,6.61,47.61,68.52,106.93,22.76
"TOM-0156","CA-2024-L2","CA-2024-L2-B1",1,80.59,5.6,43.48,72,108.87,24.73
"TOM-0205","CA-2024-L2","CA-2024-L2-B1",1,82.22,6.62,46.24,70.29,105.95,24.54
"CHK-01","CA-2024-L2","CA-2024-L2-B1",1,75.68,6.6,56.96,64.51,114.97,21.09
"CHK-02","CA-2024-L2","CA-2024-L2-B1",1,50.23,5.45,41.14,62.49,117.87,23.41
"CHK-03","CA-2024-L2","CA-2024-L2-B1",1,57.15,5.17,39.36,53.98,110.28,18.62
"CHK-04","CA-2024-L2","CA-2024-L2-B1",1,81.9,5.63,36.82,63.32,112.31,19.78
"CHK-05","CA-2024-L2","CA-2024-L2-B1",1,57.96,5.35,41.08,57.33,112.77,24.56
"CHK-06","CA-2024-L2","CA-2024-L2-B1",1,66.77,4.91,48.85,68.11,117.05,22.57
"TOM-0064","CA-2024-L2","CA-2024-L2-B2",2,71.8,6.36,53.35,56.25,108.68,26.91
"TOM-0067","CA-2024-L2","CA-2024-L2-B2",2,72.25,4.93,53.96,81.17,115.79,24.48
"TOM-0158","CA-2024-L2","CA-2024-L2-B2",2,72.95,5.12,47.5,57.43,111.26,23.91
"TOM-0195","CA-2024-L2","CA-2024-L2-B2",2,82.33,4.96,54.78,66.92,118.72,25.79
"TOM-0148","CA-2024-L2","CA-2024-L2-B2",2,63.79,6.84,38.11,62.74,117.95,20.61
"TOM-0200","CA-2024-L2","CA-2024-L2-B2",2,72.08,5.26,50.93,65.95,116.38,25.02
"TOM-0002","CA-2024-L2","CA-2024-L2-B2",2,69.02,5.55,45.2,69.91,109.93,23.42
"TOM-0097","CA-2024-L2","CA-2024-L2-B2",2,88.62,5.03,47.02,69.12,112.36,25.35
"TOM-0081","CA-2024-L2","CA-2024-L2-B2",2,80.54,5.69,38.91,58.7,112.49,22.31
"TOM-0125","CA-2024-L2","CA-2024-L2-B2",2,97.85,5.54,33.36,83.57,104.01,26.45
"TOM-0154","CA-2024-L2","CA-2024-L2-B2",2,72.96,4.92,38.52,74.42,112.02,21.47
"TOM-0032","CA-2024-L2","CA-2024-L2-B2",2,78.76,4.09,48.33,57.57,114.98,25.17
"TOM-0222","CA-2024-L2","CA-2024-L2-B2",2,73.97,5.99,47.52,78.21,114.64,20.42
"TOM-0111","CA-2024-L2","CA-2024-L2-B2",2,68.77,5.55,56.66,70.75,112.67,17.24
"TOM-0156","CA-2024-L2","CA-2024-L2-B2",2,67.59,5.62,42.77,62.67,112.4,24.93
"TOM-0205","CA-2024-L2","CA-2024-L2-B2",2,70.89,6.4,43.27,76.12,108.45,23.74
"CHK-01","CA-2024-L2","CA-2024-L2-B2",2,87.17,5.62,50.51,70.56,115.48,16.41
"CHK-02","CA-2024-L2","CA-2024-L2-B2",2,84.79,6.12,47.91,74.01,119.93,20.15
"CHK-03","CA-2024-L2","CA-2024-L2-B2",2,37.17,4.71,35.34,66.94,110.53,16.18
"CHK-04","CA-2024-L2","CA-2024-L2-B2",2,85.9,5.18,38.38,61.64,114.28,19.83
"CHK-05","CA-2024-L2","CA-2024-L2-B2",2,68.66,5.84,40.85,61.84,121.11,21.95
"CHK-06","CA-2024-L2","CA-2024-L2-B2",2,70.79,4.58,44.81,69.96,118.76,20.73
"TOM-0064","CA-2024-L2","CA-2024-L2-B3",3,85.65,6.43,48.23,63.22,108.54,26.26
"TOM-0067","CA-2024-L2","CA-2024-L2-B3",3,90.42,6.34,65.22,68.66,118.21,21.88
"TOM-0158","CA-2024-L2","CA-2024-L2-B3",3,77.17,5.8,62.06,51.31,107.58,27.62
"TOM-0195","CA-2024-L2","CA-2024-L2-B3",3,106.2,5.96,55.04,78.98,118.03,27.53
"TOM-0148","CA-2024-L2","CA-2024-L2-B3",3,67.43,6.24,42.92,63.77,110.98,21.73
"TOM-0200","CA-2024-L2","CA-2024-L2-B3",3,92.32,5.63,48.24,55.31,110.69,26.91
"TOM-0002","CA-2024-L2","CA-2024-L2-B3",3,68.35,4.97,43.15,59.27,110.55,19.58
"TOM-0097","CA-2024-L2","CA-2024-L2-B3",3,88.26,5.23,55.81,68.13,110.47,25.37
"TOM-0081","CA-2024-L2","CA-2024-L2-B3",3,83.62,6.37,45.06,61.92,110.1,24.1
"TOM-0125","CA-2024-L2","CA-2024-L2-B3",3,105.96,5.25,35.37,82.75,102.13,25.66
"TOM-0154","CA-2024-L2","CA-2024-L2-B3",3,86.41,5.39,46.71,81.56,111.51,19.36
"TOM-0032","CA-2024-L2","CA-2024-L2-B3",3,87.61,5.41,57.59,62.27,111.56,31.77
"TOM-0222","CA-2024-L2","CA-2024-L2-B3",3,83.92,4.99,49.75,78.42,117.2,20.06
"TOM-0111","CA-2024-L2","CA-2024-L2-B3",3,74.21,5.87,52.85,71.29,108.88,20.68
"TOM-0156","CA-2024-L2","CA-2024-L2-B3",3,67.85,6.23,49.3,60.43,113.01,25.62
"TOM-0205","CA-2024-L2","CA-2024-L2-B3",3,76.61,7.11,44.77,70.56,105.66,24.33
"CHK-01","CA-2024-L2","CA-2024-L2-B3",3,78.95,6.02,52.03,65.27,114.38,14.86
"CHK-02","CA-2024-L2","CA-2024-L2-B3",3,62.79,6.32,47.53,71.48,116.92,20.96
"CHK-03","CA-2024-L2","CA-2024-L2-B3",3,59.53,5.05,37.74,60.4,109.73,17.78
"CHK-04","CA-2024-L2","CA-2024-L2-B3",3,76.22,5.16,39.02,62.82,117.8,16.55
"CHK-05","CA-2024-L2","CA-2024-L2-B3",3,75.65,5.22,41.53,66.02,116.14,21.97
"CHK-06","CA-2024-L2","CA-2024-L2-B3",3,85.37,5.42,45.2,75.17,110.86,25.08
"TOM-0064","CA-2024-L3","CA-2024-L3-B1",1,98.56,6.67,44.72,48.45,110.29,25.07
"TOM-0067","CA-2024-L3","CA-2024-L3-B1",1,103.5,5.81,53.24,75.3,114.6,21.8
"TOM-0158","CA-2024-L3","CA-2024-L3-B1",1,87.52,6.05,33.76,47.29,108.44,23.32
"TOM-0195","CA-2024-L3","CA-2024-L3-B1",1,102.19,5.71,46.67,68.54,119.45,29.27
"TOM-0148","CA-2024-L3","CA-2024-L3-B1",1,94.66,6.12,35.54,58.55,117.19,18.62
"TOM-0200","CA-2024-L3","CA-2024-L3-B1",1,67.04,5.39,43.36,53.39,108.09,24.55
"TOM-0002","CA-2024-L3","CA-2024-L3-B1",1,82.51,4.78,35.99,55.85,118.15,19.2
"TOM-0097","CA-2024-L3","CA-2024-L3-B1",1,113.62,5.68,41.32,63.14,115.39,23.29
"TOM-0081","CA-2024-L3","CA-2024-L3-B1",1,87.23,6.22,39.46,61.61,108.33,21.48
"TOM-0125","CA-2024-L3","CA-2024-L3-B1",1,111.94,6.28,33.57,78.79,100.94,26.22
"TOM-0154","CA-2024-L3","CA-2024-L3-B1",1,108.47,5.01,34.02,69.98,112.92,24.99
"TOM-0032","CA-2024-L3","CA-2024-L3-B1",1,94.67,4.21,46.73,59.51,111.47,26.78
"TOM-0222","CA-2024-L3","CA-2024-L3-B1",1,111.53,5.22,36.51,79.9,112.36,19.31
"TOM-0111","CA-2024-L3","CA-2024-L3-B1",1,91.42,5.65,46.59,60.58,106.35,23.2
"TOM-0156","CA-2024-L3","CA-2024-L3-B1",1,87.05,5.55,33.73,50.84,112.15,27.61
"TOM-0205","CA-2024-L3","CA-2024-L3-B1",1,70.85,5.65,39.43,65.88,104.52,23.03
"CHK-01","CA-2024-L3","CA-2024-L3-B1",1,89.81,6.11,47.75,58.34,113.27,20.17
"CHK-02","CA-2024-L3","CA-2024-L3-B1",1,55.76,6.07,44.58,68.91,118.74,20.68
"CHK-03","CA-2024-L3","CA-2024-L3-B1",1,65.38,4.72,30.58,60.33,112.75,17.8
"CHK-04","CA-2024-L3","CA-2024-L3-B1",1,92.14,5.69,21.08,55.01,116.21,15.33
"CHK-05","CA-2024-L3","CA-2024-L3-B1",1,82.68,5.43,35.48,52.67,114.98,20.54
"CHK-06","CA-2024-L3","CA-2024-L3-B1",1,76.29,4.51,34.14,72.97,111.57,21.42
"TOM-0064","CA-2024-L3","CA-2024-L3-B2",2,91.41,6.49,37.34,61.41,106.4,25.97
"TOM-0067","CA-2024-L3","CA-2024-L3-B2",2,91.5,5.37,45.94,73.79,112.92,19.79
"TOM-0158","CA-2024-L3","CA-2024-L3-B2",2,86.34,6.67,41.63,52.27,105.99,22.22
"TOM-0195","CA-2024-L3","CA-2024-L3-B2",2,97.83,5.22,40.5,79.29,120.07,20.77
"TOM-0148","CA-2024-L3","CA-2024-L3-B2",2,53.33,6.03,35.23,51.24,112.7,15.84
"TOM-0200","CA-2024-L3","CA-2024-L3-B2",2,88.73,6.15,33.79,62.75,104.9,24.54
"TOM-0002","CA-2024-L3","CA-2024-L3-B2",2,92.07,5.68,31.62,59.93,111.27,17.35
"TOM-0097","CA-2024-L3","CA-2024-L3-B2",2,88.51,5.17,43.54,68.19,108.76,21
"TOM-0081","CA-2024-L3","CA-2024-L3-B2",2,91.65,5.46,35.84,60.45,102.25,19.3
"TOM-0125","CA-2024-L3","CA-2024-L3-B2",2,93.01,5.25,38.03,71.36,101.23,20.99
"TOM-0154","CA-2024-L3","CA-2024-L3-B2",2,91.14,5.41,40.47,67.79,112.75,19.94
"TOM-0032","CA-2024-L3","CA-2024-L3-B2",2,107.5,4.58,46.13,65.32,105.87,22.67
"TOM-0222","CA-2024-L3","CA-2024-L3-B2",2,82.45,5.41,33.37,81.07,111.36,15.56
"TOM-0111","CA-2024-L3","CA-2024-L3-B2",2,84.1,5.66,44.07,84.5,103.84,23.89
"TOM-0156","CA-2024-L3","CA-2024-L3-B2",2,106.79,5.73,34.03,58.53,108.04,23.57
"TOM-0205","CA-2024-L3","CA-2024-L3-B2",2,79.49,6.44,34.4,65.91,104.15,21.49
"CHK-01","CA-2024-L3","CA-2024-L3-B2",2,101.64,5.09,29.78,67.17,112.72,18.56
"CHK-02","CA-2024-L3","CA-2024-L3-B2",2,70.59,6.43,41.45,64.45,122.36,19.84
"CHK-03","CA-2024-L3","CA-2024-L3-B2",2,64.83,5.53,27.44,61.67,113.58,16.67
"CHK-04","CA-2024-L3","CA-2024-L3-B2",2,120.49,5.01,27.8,62.5,118.47,17.73
"CHK-05","CA-2024-L3","CA-2024-L3-B2",2,72.97,5.67,31.35,56.51,115.63,22.4
"CHK-06","CA-2024-L3","CA-2024-L3-B2",2,89.66,5.51,36.29,56.82,116.25,22.08
"TOM-0064","CA-2024-L3","CA-2024-L3-B3",3,100.36,6.56,35.23,51.3,109.47,23.36
"TOM-0067","CA-2024-L3","CA-2024-L3-B3",3,90.76,5.31,51.97,70.02,115.23,23.93
"TOM-0158","CA-2024-L3","CA-2024-L3-B3",3,81.05,6.26,53.44,60.48,113.42,28.18
"TOM-0195","CA-2024-L3","CA-2024-L3-B3",3,85.85,5.26,45.53,78.05,124.54,24.65
"TOM-0148","CA-2024-L3","CA-2024-L3-B3",3,76.94,5.51,43.13,51.56,113.47,21.47
"TOM-0200","CA-2024-L3","CA-2024-L3-B3",3,84.51,5.59,37.44,56.4,111.21,26.73
"TOM-0002","CA-2024-L3","CA-2024-L3-B3",3,92.77,5.09,35.46,55.22,111.58,16.83
"TOM-0097","CA-2024-L3","CA-2024-L3-B3",3,93.87,5.98,38.29,59.89,114.97,21.93
"TOM-0081","CA-2024-L3","CA-2024-L3-B3",3,94.55,6.04,36.31,56.69,110.54,23.26
"TOM-0125","CA-2024-L3","CA-2024-L3-B3",3,84.05,6.26,25.63,59.91,106.97,21.36
"TOM-0154","CA-2024-L3","CA-2024-L3-B3",3,101.74,4.81,36.63,76.42,108.46,18.86
"TOM-0032","CA-2024-L3","CA-2024-L3-B3",3,86.7,4.83,34.8,58.12,108.85,26.44
"TOM-0222","CA-2024-L3","CA-2024-L3-B3",3,71.35,5.04,32.46,64.67,114.09,19.63
"TOM-0111","CA-2024-L3","CA-2024-L3-B3",3,80.09,6.26,50.34,74.41,107.71,22.08
"TOM-0156","CA-2024-L3","CA-2024-L3-B3",3,108.09,5.94,35.41,61.92,112.84,28
"TOM-0205","CA-2024-L3","CA-2024-L3-B3",3,93.91,5,36.79,60.54,107.65,21.7
"CHK-01","CA-2024-L3","CA-2024-L3-B3",3,100.1,6.04,46.92,78.39,118.3,20.41
"CHK-02","CA-2024-L3","CA-2024-L3-B3",3,72.34,6.93,29.77,65.15,120.95,22.41
"CHK-03","CA-2024-L3","CA-2024-L3-B3",3,59.59,5.59,29.79,60.58,112.79,15.87
"CHK-04","CA-2024-L3","CA-2024-L3-B3",3,92.96,4.92,37.92,65.56,119.05,20.79
"CHK-05","CA-2024-L3","CA-2024-L3-B3",3,69.48,5.9,34.14,61.63,115.01,18.61
"CHK-06","CA-2024-L3","CA-2024-L3-B3",3,69.93,4.6,40.27,74.07,110.84,24.23
"TOM-0064","CA-2024-L4","CA-2024-L4-B1",1,72.95,6.56,48.88,60.29,107.49,24.11
"TOM-0067","CA-2024-L4","CA-2024-L4-B1",1,84.43,5.56,59.22,91.47,106.33,19.26
"TOM-0158","CA-2024-L4","CA-2024-L4-B1",1,94.28,6.78,44.81,61.16,105.4,22.16
"TOM-0195","CA-2024-L4","CA-2024-L4-B1",1,67.6,5.45,45.83,86.88,112.9,18.84
"TOM-0148","CA-2024-L4","CA-2024-L4-B1",1,54.81,6.12,36.79,62.68,110.25,12.36
"TOM-0200","CA-2024-L4","CA-2024-L4-B1",1,82.09,5.09,42.68,68.22,105.54,20.78
"TOM-0002","CA-2024-L4","CA-2024-L4-B1",1,82.95,5.43,38.16,71.03,102.29,17.32
"TOM-0097","CA-2024-L4","CA-2024-L4-B1",1,89.28,5.29,54.7,89.64,108.38,20.78
"TOM-0081","CA-2024-L4","CA-2024-L4-B1",1,68.8,5.72,39,81.11,103.36,15.94
"TOM-0125","CA-2024-L4","CA-2024-L4-B1",1,90.38,5.1,26.84,82.11,96.58,17.79
"TOM-0154","CA-2024-L4","CA-2024-L4-B1",1,63.05,5.76,47.65,83.79,102.73,13.38
"TOM-0032","CA-2024-L4","CA-2024-L4-B1",1,93.51,4.66,44.35,69.04,102.95,22.99
"TOM-0222","CA-2024-L4","CA-2024-L4-B1",1,83.74,5.89,35.77,79.01,101.73,15.55
"TOM-0111","CA-2024-L4","CA-2024-L4-B1",1,75.37,6.06,59.41,79.51,100.97,14.43
"TOM-0156","CA-2024-L4","CA-2024-L4-B1",1,88.44,6.28,46.79,70.36,108.82,18.76
"TOM-0205","CA-2024-L4","CA-2024-L4-B1",1,77.13,7.62,35.09,71.27,93.8,15.67
"CHK-01","CA-2024-L4","CA-2024-L4-B1",1,88.48,6.11,41.53,73.88,109.74,16.1
"CHK-02","CA-2024-L4","CA-2024-L4-B1",1,67.21,6.24,42.89,84.21,109.81,17.1
"CHK-03","CA-2024-L4","CA-2024-L4-B1",1,69.33,4.67,28.49,65.61,105.78,12.6
"CHK-04","CA-2024-L4","CA-2024-L4-B1",1,95.52,5.39,36.8,64.69,106.75,18.02
"CHK-05","CA-2024-L4","CA-2024-L4-B1",1,76.1,6.09,35.01,73.3,112.97,21.74
"CHK-06","CA-2024-L4","CA-2024-L4-B1",1,65.75,5.44,51.37,76.86,106.81,18.46
"TOM-0064","CA-2024-L4","CA-2024-L4-B2",2,68.08,6.56,38.21,59.13,104.68,24.66
"TOM-0067","CA-2024-L4","CA-2024-L4-B2",2,94.81,4.78,58.99,88.49,104.19,14.61
"TOM-0158","CA-2024-L4","CA-2024-L4-B2",2,90.91,5.67,39.2,70.69,100.3,19.61
"TOM-0195","CA-2024-L4","CA-2024-L4-B2",2,80.25,5.69,41.45,74.6,114.9,20.3
"TOM-0148","CA-2024-L4","CA-2024-L4-B2",2,82.33,6.03,32.48,63.34,108.95,14.56
"TOM-0200","CA-2024-L4","CA-2024-L4-B2",2,77.5,6.06,36.13,81.32,102.4,17.49
"TOM-0002","CA-2024-L4","CA-2024-L4-B2",2,93.32,5.78,45.44,70.48,104.36,17.39
"TOM-0097","CA-2024-L4","CA-2024-L4-B2",2,74.63,5.59,39.48,70.92,111.51,17.32
"TOM-0081","CA-2024-L4","CA-2024-L4-B2",2,79.42,6.08,40.85,72.46,106.97,17.58
"TOM-0125","CA-2024-L4","CA-2024-L4-B2",2,99.53,6.02,29.63,87.54,99.91,17.9
"TOM-0154","CA-2024-L4","CA-2024-L4-B2",2,82.35,5.31,35.67,79.72,100.1,14.22
"TOM-0032","CA-2024-L4","CA-2024-L4-B2",2,104.7,6.21,38.75,81.6,102.51,18.53
"TOM-0222","CA-2024-L4","CA-2024-L4-B2",2,103.27,5.21,44.21,88.64,104.11,11.62
"TOM-0111","CA-2024-L4","CA-2024-L4-B2",2,89.12,5.72,52.56,85.76,102.18,21.25
"TOM-0156","CA-2024-L4","CA-2024-L4-B2",2,83.15,5.03,38.25,67.36,103.58,19.38
"TOM-0205","CA-2024-L4","CA-2024-L4-B2",2,75.78,6.74,36.81,70.07,96.31,17.8
"CHK-01","CA-2024-L4","CA-2024-L4-B2",2,87.48,5.36,50.67,70.67,109.61,13.09
"CHK-02","CA-2024-L4","CA-2024-L4-B2",2,62.94,5.98,35.53,84.68,111.15,15.58
"CHK-03","CA-2024-L4","CA-2024-L4-B2",2,56.81,4.69,40.74,64.11,103.62,11.61
"CHK-04","CA-2024-L4","CA-2024-L4-B2",2,107.13,4.37,30.44,75.27,112.56,16.43
"CHK-05","CA-2024-L4","CA-2024-L4-B2",2,72.52,5.87,32.2,68.59,105.17,17.6
"CHK-06","CA-2024-L4","CA-2024-L4-B2",2,56.42,4.71,34.25,76.63,108.13,19.92
"TOM-0064","CA-2024-L4","CA-2024-L4-B3",3,68.48,6.65,46.2,59.8,98.13,26.27
"TOM-0067","CA-2024-L4","CA-2024-L4-B3",3,91.12,4.26,48.5,94.27,111.52,21.29
"TOM-0158","CA-2024-L4","CA-2024-L4-B3",3,84.73,5.72,48.68,74.83,97.24,21.28
"TOM-0195","CA-2024-L4","CA-2024-L4-B3",3,103.18,5.27,47.05,84.97,112.3,25.71
"TOM-0148","CA-2024-L4","CA-2024-L4-B3",3,78.83,5.34,41.27,72.18,109.24,12.88
"TOM-0200","CA-2024-L4","CA-2024-L4-B3",3,99.17,5.28,37.4,61.04,100.19,21.96
"TOM-0002","CA-2024-L4","CA-2024-L4-B3",3,95.27,5.05,41.66,78.89,104.98,15.72
"TOM-0097","CA-2024-L4","CA-2024-L4-B3",3,97.56,4.73,43.25,84.28,109.06,21.33
"TOM-0081","CA-2024-L4","CA-2024-L4-B3",3,94.42,5.88,43.69,67.23,104.17,18.38
"TOM-0125","CA-2024-L4","CA-2024-L4-B3",3,100.11,5.47,36.81,103.03,96.14,16.22
"TOM-0154","CA-2024-L4","CA-2024-L4-B3",3,78.23,5.48,40.46,79.73,102.59,12.22
"TOM-0032","CA-2024-L4","CA-2024-L4-B3",3,91.73,5.13,49.26,73.58,103.44,24.92
